station_id,station_name,geton_usage,getoff_usage,total_usage,tour_station
2660,광지동,74,60,134,1
590,큰동네,109,25,134,1
471,운전면허시험장,72,61,133,1
482,신제주오피스텔,122,11,133,1
1537,김녕미로공원,63,70,133,1
2352,성산리취락구조,49,84,133,1
203,제대아파트,123,10,133,1
224,삼양2동,34,98,132,1
2399,성읍농협,78,54,132,1
2757,대포포구,82,50,132,1
489,오래물광장,38,94,132,1
1464,연동365의원,63,69,132,1
2173,산이수동,69,62,131,1
1113,용운동,76,55,131,1
1165,화전마을,55,76,131,1
43,남주동,82,49,131,1
3585,동물개동산앞,64,67,131,1
2582,삼달교차로,70,61,131,1
3517,항몽유적지입구,73,57,130,1
2489,서광리,104,26,130,1
409,조천체육관,65,65,130,1
2133,강창학종합경기장,26,103,129,1
2072,효돈초등학교,53,76,129,1
195,함덕광명샤인빌앞,97,32,129,1
204,제대마을,8,120,128,1
2107,서귀포여자중학교,66,62,128,1
2812,성산농협,17,111,128,1
439,고성1리종합운동장,87,41,128,1
1839,대화동,47,80,127,1
408,조천만세동산,78,49,127,1
3365,용두암현대1차아파트,59,68,127,1
384,용담사거리,82,45,127,1
205,제대마을,126,1,127,1
2885,월평마을,71,55,126,1
349,이호동주민센터,115,11,126,1
2658,동부보건소,70,56,126,1
22,모감동,55,71,126,1
2058,(구)중문동주민센터,72,54,126,1
422,거로입구,48,77,125,1
2882,서건도,115,10,125,1
2778,"테디밸리골프앤리조트,헬로키티아일랜드",66,58,124,1
479,대림2차아파트,101,23,124,1
2569,표선리사거리,73,50,123,1
1232,남흘동,49,74,123,1
1210,한동리,52,71,123,1
3515,제주사대부설중학교,89,34,123,1
2610,고성오일시장,94,28,122,1
1379,관음사등산로입구,18,104,122,1
1743,법환초등학교,84,38,122,1
1642,우남동,73,48,121,1
1241,북촌리해동,31,90,121,1
1083,애월읍사무소,47,74,121,1
2005,상예입구,91,29,120,1
1088,신설동,71,49,120,1
3615,휴애리자연생활공원,68,52,120,1
146,제주국제대학교,54,66,120,1
1742,법환초등학교,51,69,120,1
491,도리초등학교,108,11,119,1
63,외도부영1차아파트,105,14,119,1
240,화북주공아파트,34,84,118,1
2888,비석거리,72,46,118,1
1932,토평마을회관,57,61,118,1
2811,성산농협,83,35,118,1
2141,안덕계곡,59,59,118,1
2134,숨비나리,70,48,118,1
1821,신효,39,78,117,1
3347,탐라광장,37,80,117,1
1146,판포리상동,97,20,117,1
2360,오조리입구,54,63,117,1
2694,동홍사거리,80,37,117,1
2884,월평마을,76,41,117,1
393,월성마을회관,25,91,116,1
2775,성박물관,45,71,116,1
2966,롯데시티호텔(600번),87,29,116,1
2398,성읍농협앞,78,38,116,1
5,이호2동,38,78,116,1
1961,오션팰리스호텔,55,60,115,1
2448,모슬포우체국,64,51,115,1
1461,신광사거리,19,96,115,1
62,우령마을입구,105,10,115,1
866,용수리충혼묘지,60,55,115,1
1075,자운당,68,46,114,1
211,인화동,43,71,114,1
2625,시흥리,32,82,114,1
84,수산리사무소앞,68,46,114,1
414,서해안로,27,87,114,1
623,백록초등학교,98,16,114,1
1158,고산1리(구출장소),26,87,113,1
2276,산방산,81,32,113,1
2695,동홍사거리,42,71,113,1
3072,회수마을회관,96,17,113,1
1233,남흘동,77,36,113,1
1114,용운동,55,58,113,1
463,해안동입구,68,45,113,1
2742,NLCS제주,3,110,113,1
1934,토평마을회관,69,44,113,1
3256,제주레일바이크,67,46,113,1
1914,서귀포향토오일시장,99,14,113,1
1728,강정초등학교,89,23,112,1
228,조천리새마을공장,63,48,111,1
1390,삼도119센터,52,59,111,1
641,외도부영1차아파트,10,101,111,1
434,노형초등학교,55,56,111,1
1161,고산,26,84,110,1
98,제주민속오일장입구,52,58,110,1
585,갈왓,104,6,110,1
626,정든마을,16,93,109,1
2741,NLCS제주,105,4,109,1
154,용천마을,91,18,109,1
3259,송당리마을,44,65,109,1
496,해안동입구,50,59,109,1
1236,동복리휴게소,50,59,109,1
209,서해아파트,83,25,108,1
23,번대동,73,35,108,1
2768,LH12단지,22,86,108,1
3232,토평사거리,5,103,108,1
30,내도동서마을,24,84,108,1
1257,남조로검문소,41,67,108,1
2635,서귀포자연휴양림,70,37,107,1
2730,충혼묘지광장,77,30,107,1
2647,수망가름,87,20,107,1
29,내도동서마을,86,21,107,1
1357,한라생태숲,55,52,107,1
1669,하원동,60,47,107,1
578,광평동로노형성당,50,56,106,1
1223,지경곰,50,56,106,1
1992,하예중동,92,14,106,1
2686,신양리,72,34,106,1
476,한라중학교/부영아파트,76,30,106,1
2209,수산2리비석거리,11,95,106,1
606,해오름아파트,26,80,106,1
2698,대포항,93,12,105,1
1176,하도리창흥동,77,28,105,1
314,사라봉,49,56,105,1
872,자운당,47,58,105,1
1971,서귀포중학교,64,41,105,1
1533,S중앙병원,44,60,104,1
229,조천읍사무소,53,51,104,1
2712,트릭아트뮤지엄,69,35,104,1
3164,돔뱅이왓,1,103,104,1
576,광평,61,43,104,1
259,동광초등학교,17,87,104,1
2883,서건도,13,91,104,1
1184,하도리면수동,55,48,103,1
2599,혼인지입구,85,18,103,1
1238,북촌다려마을,64,39,103,1
3480,하효마을다목적회관,8,95,103,1
421,거로입구,84,19,103,1
2655,남원1리사무소,56,47,103,1
451,대학동,59,44,103,1
2117,열린병원,65,37,102,1
158,보건소,27,75,102,1
260,동광초등학교,93,9,102,1
2004,상예입구,17,85,102,1
1388,이화아파트,53,49,102,1
3614,휴애리자연생활공원,57,45,102,1
870,판포리상동,27,75,102,1
2471,화순동취락지구,53,48,101,1
4064,명도암입구삼거리,44,57,101,1
1822,신효동,86,15,101,1
2646,수망사거리,23,78,101,1
2964,롯데시티호텔(600번),40,61,101,1
1077,애월119센터,45,56,101,1
1511,용해로,68,32,100,1
579,광평동로,74,26,100,1
3448,고산동산,55,45,100,1
700,하귀하나로마트,50,50,100,1
1449,카카오,33,66,99,1
2477,덕수초등학교,27,72,99,1
1938,주공아파트5단지,92,7,99,1
6100848,제주시외버스터미널,93,6,99,1
492,도리초등학교,24,75,99,1
2682,수산2리,90,8,98,1
2572,하천하동,75,23,98,1
3242,덕천리,33,65,98,1
3077,제주월드컵경기장,86,11,97,1
1848,망장포입구,62,35,97,1
6,노형주공아파트,9,88,97,1
2600,성산농협종합유통센터,73,24,97,1
1242,북촌리해동,72,24,96,1
2097,중문골프장,3,93,96,1
1750,삼매봉,3,92,95,1
1177,하도리창흥동,44,51,95,1
3069,공무원연금공단,46,49,95,1
1448,라마다프라자제주호텔,74,21,95,1
1237,북촌다려마을,55,40,95,1
577,광평,48,47,95,1
4011,김만덕기념관,51,44,95,1
2135,숨비나리,42,53,95,1
42,남주동,31,63,94,1
354,월랑초등학교,14,80,94,1
4062,백약이오름,49,45,94,1
475,한화아파트,31,63,94,1
1670,하원동,56,38,94,1
3632,제주월드컵경기장,35,59,94,1
1769,광대왓,55,38,93,1
688,신제주초등학교,77,16,93,1
1770,광대왓,19,74,93,1
876,문예회관,15,78,93,1
3326,탐라중학교,91,2,93,1
4084,신화역사공원,25,67,92,1
2611,고성오일시장,16,76,92,1
1160,고산우체국앞,67,25,92,1
3013,상천리,53,39,92,1
2488,보성초등학교,5,86,91,1
326,농협지역본부,25,66,91,1
2959,임항로,55,36,91,1
3109,생각하는정원,20,71,91,1
1076,고내리애월119센터,39,52,91,1
1393,화북휴먼시아,86,5,91,1
1576,금산목,51,40,91,1
1834,상원동,51,39,90,1
3436,용마로,36,54,90,1
1204,평대초등학교,1,89,90,1
3447,고산동산,16,73,89,1
157,보건소,61,28,89,1
4222,대정읍다목적회관,34,55,89,1
1949,서건도입구,34,55,89,1
2580,신풍리하동,48,41,89,1
328,제주중앙여자중학교,22,66,88,1
4055,송당리사무소,36,52,88,1
1575,영등물,47,41,88,1
2556,세화2리사무소,53,35,88,1
1383,삼도119센터,40,48,88,1
3220,동광육거리,65,23,88,1
1964,송산동주민센터,55,33,88,1
1098,금성리,54,34,88,1
32,내도동동마을,24,64,88,1
4,이호2동,58,29,87,1
2463,산방산,17,70,87,1
474,유수암상동,52,35,87,1
1103,사동복지회관,61,26,87,1
1630,메이즈랜드,56,31,87,1
1613,제주유리의성,73,14,87,1
1796,검은여입구,75,11,86,1
4010,김만덕기념관,16,70,86,1
3050,공무원연금공단,48,38,86,1
417,어영마을,16,70,86,1
2359,오조리,39,47,86,1
2281,서귀포자연휴양림,27,59,86,1
1370,방림원,26,60,86,1
2487,보성초등학교,78,7,85,1
2661,남원1리사무소,46,39,85,1
2605,성산읍사무소,48,37,85,1
1157,용수리,59,26,85,1
2106,서귀포여자중학교,44,41,85,1
1752,여의물,36,48,84,1
438,고성1리종합운동장,50,34,84,1
114,탑동입구,73,11,84,1
3300,신사동(기점),60,24,84,1
2490,서광리,22,62,84,1
3110,생각하는정원,73,11,84,1
416,어영마을,79,4,83,1
1510,용해로,35,48,83,1
3466,동광환승정류장(종점),3,80,83,1
1174,국학원,28,54,82,1
1797,검은여입구,23,59,82,1
2446,대정초교후문,18,64,82,1
2470,화순동취락지구,31,51,82,1
446,시티주유소,22,59,81,1
4203,대진유토피아,48,33,81,1
216,제주해양경찰서,18,63,81,1
2535,어촌계입구,46,35,81,1
2125,안덕계곡,48,33,81,1
3265,아부오름,23,58,81,1
3225,노리매,55,26,81,1
3429,대천환승정류장(종점),1,80,81,1
3624,삼무공원,73,8,81,1
1117,수원리,45,35,80,1
2732,하례2리입구,68,12,80,1
3636,서복전시관,26,54,80,1
473,유수암상동,51,29,80,1
3395,쇠소깍하효항입구,68,12,80,1
129,제주의료원,58,22,80,1
15,관전동,53,27,80,1
1504,한마음병원,25,55,80,1
3485,위미3리마을회관,52,28,80,1
2568,막상올레,49,31,80,1
418,몰래물,58,21,79,1
1109,귀덕2리,49,30,79,1
1099,하동복지회관,66,13,79,1
676,경제통상진흥원,70,9,79,1
1993,하예중동,14,65,79,1
2622,성산국민체육센터,35,44,79,1
2723,안덕면사무소,64,14,78,1
444,탐라도서관,19,59,78,1
425,화북초등학교,41,37,78,1
419,제주대학교교육대학,28,50,78,1
1612,제주유리의성,22,56,78,1
95,제주서중학교,46,32,78,1
2534,폭낭사거리,35,43,78,1
3255,제주레일바이크,38,40,78,1
868,구한경의원앞,28,50,78,1
317,신제주초등학교,33,45,78,1
1252,봉개체육공원,54,24,78,1
2548,산여리통입구,34,44,78,1
452,대학동,36,41,77,1
1159,고산1리(구출장소),69,8,77,1
1866,위미3리마을회관,32,45,77,1
1806,보목신협,75,2,77,1
2130,창천초등학교,5,72,77,1
2395,성읍1리,45,32,77,1
17,연대마을,41,36,77,1
116,남국사,38,39,77,1
4154,왕대왓,43,34,77,1
2074,신협,61,15,76,1
309,사라봉오거리,12,64,76,1
3238,"제주현대미술관,김창열미술관",43,33,76,1
208,서해아파트,16,60,76,1
1847,망장포입구,32,44,76,1
1462,연동365의원,42,34,76,1
1840,서성동,55,21,76,1
2627,시흥리사무소,44,32,76,1
1751,여의물,39,37,76,1
1042,남조로검문소,37,39,76,1
3497,정혜재활원,49,27,76,1
2951,와산리경로당,46,29,75,1
214,인화동입구,40,35,75,1
215,인화동입구,39,36,75,1
3500,"거슨새미오름,안돌오름",38,37,75,1
1820,앞동산,15,60,75,1
869,신창중학교,21,54,75,1
1423,송당물혹,41,34,75,1
412,용담레포츠공원,58,17,75,1
4015,봉개초등학교,25,50,75,1
3245,환상숲곶자왈공원,56,19,75,1
1788,농협보목지소,70,5,75,1
2533,태흥초등학교,44,31,75,1
1937,L마트,14,60,74,1
2380,표선초등학교,21,53,74,1
2544,수농원,39,35,74,1
1589,번대동,49,25,74,1
1244,911의원,21,53,74,1
4155,왕대왓,57,17,74,1
1169,렛츠런파크,40,34,74,1
1826,종보존연구센터,24,49,73,1
3501,"거슨새미오름,안돌오름",18,55,73,1
1107,귀덕새마을금고,51,22,73,1
478,대림2차아파트,16,57,73,1
1384,이화아파트,61,12,73,1
2218,고성리노인회관,44,29,73,1
2950,와산리경로당,53,20,73,1
2626,시흥리사무소,24,49,73,1
871,곽지모물,10,63,73,1
1413,일성콘도미니엄,32,41,73,1
2673,수악교,25,48,73,1
3586,동물개동산앞,63,10,73,1
1424,송당물혹,37,36,73,1
1627,애월하나로마트,7,66,73,1
14,비석동,24,48,72,1
2027,수모루,42,30,72,1
1865,신성동,42,30,72,1
927,저지오름,24,48,72,1
3239,"제주현대미술관,김창열미술관",28,44,72,1
253,대림아파트,50,22,72,1
220,원당봉,58,14,72,1
2856,소보리당,37,35,72,1
2525,씨사이드홈,18,54,72,1
1447,라마다프라자제주호텔,12,60,72,1
2755,모슬포항,55,16,71,1
2450,상모3리,63,8,71,1
1927,평안전문요양원,22,48,70,1
899,송당초등학교,43,27,70,1
1167,국학원,37,33,70,1
2623,성산국민체육센터,46,24,70,1
2977,하귀하나로마트,11,59,70,1
3073,회수마을회관,16,54,70,1
1255,전원마을,40,29,69,1
1392,화북휴먼시아,8,61,69,1
2358,성산고입구삼거리,34,35,69,1
1805,보목신협앞,24,45,69,1
2451,상모리감협,26,43,69,1
1629,붉은오름휴양림입구,49,20,69,1
2554,가마초등학교,35,34,69,1
1110,귀덕2리,37,31,68,1
2452,상모리감협,53,15,68,1
2449,상모2리,12,56,68,1
1844,신례2리교차로,33,35,68,1
4041,브릭캠퍼스,7,61,68,1
3574,번대동,27,41,68,1
3622,진양빌라,2,66,68,1
35,현사마을,11,56,67,1
2573,하천하동,27,40,67,1
1942,강정천,50,17,67,1
2507,구억리삼거리,34,33,67,1
1082,애월읍사무소,31,36,67,1
1108,귀덕새마을금고,23,44,67,1
18,연대마을,32,35,67,1
1185,하도리면수동,40,26,66,1
2060,어두모루,49,17,66,1
3283,대정환승정류장(대정읍사무소),39,27,66,1
256,대유대림아파트,33,32,65,1
1017,덕천리,45,20,65,1
2474,덕수리동동,44,21,65,1
213,일도2동주민센터,35,30,65,1
254,대림아파트,43,22,65,1
693,봉개워터파크,26,39,65,1
420,제주대학교교육대학,38,26,64,1
2514,서광서리,48,16,64,1
2835,남원취락구조,29,35,64,1
1867,위미3리,43,21,64,1
1950,서건도입구,43,21,64,1
3611,국제교회,34,30,64,1
928,저지오름,38,26,64,1
3236,제주항공우주박물관,27,37,64,1
1864,신성동,26,38,64,1
2136,상창리사무소,25,39,64,1
2086,공업단지입구,26,37,63,1
1118,수원리,30,33,63,1
2087,공업단지입구,27,36,63,1
3450,제주소방서,37,26,63,1
639,대동마을,22,41,63,1
755,한경면사무소,9,54,63,1
2604,성산읍사무소,26,37,63,1
2403,성읍2리,27,36,63,1
3451,삼양파출소사거리,39,24,63,1
2834,남원취락구조,29,34,63,1
622,백록초등학교,10,52,62,1
2375,표선고등학교,52,10,62,1
2857,상원동,32,30,62,1
1948,고향모루,49,13,62,1
1828,세천동,33,29,62,1
1178,하도리동동,19,43,62,1
3610,국제교회,36,26,62,1
860,구좌보건소,14,48,62,1
2566,표선파출소,19,42,61,1
41,안남동,20,41,61,1
130,제주의료원,18,43,61,1
1935,영천동주민센터,27,34,61,1
3269,종달항,11,50,61,1
111,산지변전소,12,49,61,1
2397,성읍1리,12,49,61,1
1171,제주공룡원,43,17,60,1
1726,강정농협,16,44,60,1
437,고성1리사무소,56,4,60,1
1878,돈내코,2,58,60,1
3391,맹살공원,14,46,60,1
2553,가마초등학교,24,36,60,1
353,월랑초등학교,41,19,60,1
1434,제주국제대학교,4,56,60,1
239,봉개동주민센터,26,34,60,1
2585,희진주유소,39,21,60,1
4054,고산문화의집,34,25,59,1
1472,제주여자중고등학교,2,57,59,1
2880,동모루왓,40,19,59,1
2217,고성리노인회관,32,27,59,1
1394,축산진흥원입구,37,22,59,1
2443,대정읍사무소,23,36,59,1
2542,신흥교차로,35,24,59,1
1966,서귀포중학교,40,19,59,1
2898,도련초등학교,12,47,59,1
1941,강정천,30,29,59,1
1151,구한경의원앞,39,20,59,1
2991,김영갑갤러리두모악,13,46,59,1
711,항몽유적지,23,35,58,1
2509,구억리상동,29,29,58,1
1735,공물,45,13,58,1
1782,서귀중앙여자중학교,22,36,58,1
2724,안덕면사무소,6,52,58,1
1686,농업기술원,48,10,58,1
3206,제주항공우주박물관,21,37,58,1
3584,배튼개입구,28,30,58,1
2547,산여리통입구,45,13,58,1
1578,별빛누리공원/난타공연장,19,39,58,1
2536,어촌계입구,26,32,58,1
2577,신천리취락구조,36,22,58,1
3226,소인국테마파크,15,42,57,1
1734,공물,31,26,57,1
3623,진양빌라,56,1,57,1
603,삼양종점,51,6,57,1
1190,구좌보건소,24,33,57,1
1097,금성리,22,35,57,1
640,대동마을,37,20,57,1
251,신설동,28,29,57,1
749,조수리,33,24,57,1
1377,별빛누리공원/난타공연장,54,3,57,1
1414,일성콘도미니엄,50,7,57,1
1571,제주국제대학교,49,8,57,1
3583,배튼개입구,39,17,56,1
2720,표선허브동산,24,32,56,1
839,선인동,23,33,56,1
1741,뒷동산,35,21,56,1
2516,서광서리사수동,19,37,56,1
462,무수천,30,26,56,1
1829,세천동,31,25,56,1
78,사평마을,23,33,56,1
2035,파인힐호텔,6,49,55,1
3240,선녀와나무꾼,34,21,55,1
2037,제석공원,26,29,55,1
87,세기아파트,27,28,55,1
1105,초록마을,34,21,55,1
1827,종보존연구센터,33,22,55,1
1452,도평입구,31,24,55,1
1527,4.3평화공원,51,4,55,1
2715,문화마을,25,30,55,1
1698,동남아파트,19,36,55,1
2394,성읍1리,30,24,54,1
1066,교래리보건소,34,20,54,1
77,사평마을,38,16,54,1
1916,측골,9,45,54,1
2595,온평리,32,22,54,1
1262,제주목장,36,18,54,1
1483,제주삼양동유적,53,1,54,1
1503,한마음병원,36,18,54,1
2437,대수동,33,21,54,1
2002,예래동주민센터,6,48,54,1
2202,물진밭입구,45,8,53,1
3421,한림체육관,34,19,53,1
1947,고향모루,24,29,53,1
1825,서귀포시중앙도서관,26,27,53,1
983,봉성하나로마트,41,12,53,1
832,만장굴,6,47,53,1
3452,삼양파출소사거리,7,46,53,1
261,연수마을,41,12,53,1
40,안남동,38,15,53,1
670,이도2동행정복지센터,9,44,53,1
2436,대수동,16,36,52,1
1415,수원주유소,17,35,52,1
4185,약천사(출발지),49,3,52,1
2061,어두모루,15,37,52,1
262,제주학생문화원,26,26,52,1
2588,신산리,19,33,52,1
1179,하도리동동,25,27,52,1
4020,제주장애인요양원,27,25,52,1
2001,정문동,2,50,52,1
3051,국세공무원교육원생활관,25,27,52,1
3437,용마로,19,32,51,1
1783,서귀중앙여자중학교,34,17,51,1
155,삼도1동주민센터,10,41,51,1
3455,동문성당,5,46,51,1
2555,세화2리사무소,22,29,51,1
1915,서귀포향토오일시장,4,47,51,1
2735,대정초등학교,39,12,51,1
255,대유대림아파트,43,8,51,1
46,큰구릉내,29,22,51,1
80,연미마을입구,18,33,51,1
1353,한라도서관,37,14,51,1
2396,성읍1리,47,4,51,1
1644,예래사우나,33,18,51,1
522,새가름,12,39,51,1
3251,둔지오름,21,30,51,1
2638,1100고지휴게소,22,28,50,1
4051,위미3리,25,25,50,1
2848,서귀포보건소,19,31,50,1
2457,사계리서동,35,15,50,1
79,동성마을입구,27,23,50,1
83,수산리사무소앞,15,35,50,1
1465,한국BMI,17,32,49,1
1697,삼주연립주택,19,30,49,1
75,오라1동,20,29,49,1
350,이호동주민센터,19,30,49,1
3205,제주항공우주박물관,35,14,49,1
2518,서광동리마을,30,19,49,1
3042,모슬포항,6,43,49,1
847,대흘2리,42,7,49,1
1152,신창리한경수협,31,18,49,1
1789,함덕골,11,38,49,1
1626,애월하나로마트,46,3,49,1
3625,삼무공원,14,34,48,1
3214,차귀포구,28,20,48,1
548,아라초등학교,22,26,48,1
1832,뒤통모루,22,26,48,1
413,용담레포츠공원,12,36,48,1
1491,함덕농협주유소,8,40,48,1
1731,수모루,11,37,48,1
140,영주고등학교,18,30,48,1
2621,성산고입구삼거리,18,30,48,1
4035,용마마을,4,44,48,1
2858,원물오름,26,22,48,1
3053,서귀포시중앙도서관,28,20,48,1
2028,제석공원,15,33,48,1
3248,선녀와나무꾼,32,16,48,1
1112,라신동,32,15,47,1
1714,월평아왜낭목,43,4,47,1
1594,다희연,28,19,47,1
110,산지변전소,33,14,47,1
3390,효돈농협하나로마트,32,15,47,1
2584,희진주유소,24,23,47,1
2116,열린병원,9,38,47,1
3260,송당리마을,35,12,47,1
49,외도부영2차아파트,13,33,46,1
2838,이교동삼거리,21,25,46,1
1104,사동복지회관,21,25,46,1
2277,안성리,25,21,46,1
3082,중흥/골드클래스아파트,8,38,46,1
1106,초록마을,14,32,46,1
2400,성읍1리,15,31,46,1
1970,칼호텔,18,28,46,1
219,원당분화원,7,39,46,1
2565,표선오일시장,11,35,46,1
1433,제주국제자유도시개발센터,39,7,46,1
3078,제주월드컵경기장서문,5,40,45,1
2988,동복리관광체험어장,1,44,45,1
2425,신도1리,21,24,45,1
2447,진개동산,26,19,45,1
3178,국세공무원교육원생활관,19,26,45,1
2426,신도1리,23,22,45,1
1780,동덕아파트,38,7,45,1
1218,행원농공단지,27,18,45,1
469,원동,28,17,45,1
680,주르레마을,40,5,45,1
1512,도두동,10,35,45,1
348,이호동동마을,8,37,45,1
1443,하귀휴먼시아입구,4,41,45,1
1833,뒤통모루,29,16,45,1
470,원동,16,28,44,1
1261,교래리,26,18,44,1
1811,삼성여자고등학교,19,25,44,1
2445,대정초교후문,37,7,44,1
2614,신양리입구,20,24,44,1
1385,사라봉경로당입구,17,27,44,1
1824,월라봉,15,29,44,1
1471,제주여자중고등학교제주지방해양경찰청,32,12,44,1
2557,가흥동,15,29,44,1
1739,법환새마을금고,31,13,44,1
3514,제주관광대학(가상),42,2,44,1
2980,용담어린이집,33,11,44,1
3244,환상숲곶자왈공원,5,39,44,1
1019,선흘1리,33,11,44,1
50,외도부영2차아파트,32,11,43,1
2767,LH12단지,32,11,43,1
2985,삼화부영1차아파트,32,11,43,1
2462,사계리동동,9,34,43,1
2581,신풍리하동,26,17,43,1
2531,무도동,33,10,43,1
1016,하덕천,20,23,43,1
1792,동부하수처리장입구,39,4,43,1
1416,수원주유소,26,17,43,1
1155,두모리사무소,7,36,43,1
1981,고갠드르,32,10,42,1
2779,표선도서관,1,41,42,1
1628,붉은오름휴양림입구,12,30,42,1
2692,감산입구,28,14,42,1
94,제주서중학교,21,21,42,1
1172,산이굴,23,19,42,1
2265,거물여,26,16,42,1
604,삼양1동,38,4,42,1
139,영주고등학교,31,11,42,1
762,조수1리,22,20,42,1
3363,사대부고,10,32,42,1
831,송당상동,13,28,41,1
1111,라신동,16,25,41,1
1854,만지동,40,1,41,1
1284,더럭초등학교,34,7,41,1
4237,칠십리음식특화거리,16,25,41,1
1663,상예2동,18,23,41,1
677,이도2동행정복지센터,35,6,41,1
500,제주제일고등학교,25,16,41,1
994,상가리보건진료소,35,6,41,1
3012,상천리,21,20,41,1
1131,한수리,19,22,41,1
1132,한수리,12,29,41,1
1455,한일베라체,7,34,41,1
2786,진우파크빌,19,21,40,1
3074,법화사사거리,38,2,40,1
375,도련1동,39,1,40,1
76,오라1동,29,11,40,1
3307,스위스마을입구,11,29,40,1
2475,덕수리동동,5,35,40,1
1793,동부하수처리장입구,9,31,40,1
1296,더럭초등학교,4,36,40,1
1170,고성2리,35,5,40,1
1263,제주목장,14,26,40,1
602,삼양종점,7,32,39,1
1451,도평입구,27,12,39,1
2559,한지동,23,16,39,1
3510,NHF삼화1단지,30,9,39,1
2696,(구)중앙파출소,10,29,39,1
1050,거문오름입구,1,38,39,1
1245,1100고지휴게소,21,18,39,1
2666,의귀교회앞,38,1,39,1
2022,향토오일시장,13,26,39,1
2560,한지동,20,19,39,1
3139,동백동산습지센터,23,15,38,1
1154,두모리사무소,30,8,38,1
1544,화북휴먼시아정문,9,29,38,1
671,경제통상진흥원,2,36,38,1
458,광령1리사무소,24,14,38,1
1664,상예2동,14,24,38,1
2515,서광서리,20,18,38,1
2981,용담어린이집,14,24,38,1
2249,안성리사무소앞,8,30,38,1
1183,하도초등학교,8,30,38,1
2894,삼화지구,31,7,38,1
1371,방림원,35,3,38,1
1795,라임오렌지빌,36,2,38,1
1823,월라봉,26,12,38,1
3617,예래오마트,35,3,38,1
2517,서광서리사수동,34,4,38,1
2716,표선허브동산,23,15,38,1
4147,유수암상동경로당,15,22,37,1
3435,용화로,6,31,37,1
2424,신도3리,12,25,37,1
681,주르레마을,9,28,37,1
388,병문교,7,30,37,1
2115,보목포구(도착),13,24,37,1
840,선인동,26,11,37,1
138,사회복지법인춘강,10,27,37,1
1397,구산마을,31,6,37,1
4059,백약이오름,22,15,37,1
964,미듬아파트,9,28,37,1
1798,칼호텔,18,19,37,1
1799,효성빌라,21,16,37,1
675,한라일보,14,23,37,1
2453,상모리이교동,23,13,36,1
1808,상효입구,15,21,36,1
2126,감산리,12,24,36,1
2745,차남동산,17,19,36,1
2441,동일1리,16,20,36,1
3141,이도초등학교,21,15,36,1
407,주암주택,26,10,36,1
2031,파인힐호텔,35,1,36,1
3140,동백동산습지센터,18,18,36,1
1623,월정리용천동,20,16,36,1
2421,입석동,15,21,36,1
2538,태흥3리사무소,8,28,36,1
497,제주아트리움,16,20,36,1
2030,서귀포초등학교,31,4,35,1
682,하귀2리,32,3,35,1
2532,무도동,10,25,35,1
457,광령1리사무소,8,27,35,1
1018,선흘,9,26,35,1
347,이호동동마을,33,2,35,1
1654,대천동주민센터,17,18,35,1
1163,고산1리육거리,16,19,35,1
2492,동광문화마을,19,16,35,1
1781,서귀포고등학교,10,25,35,1
376,도련1동,4,31,35,1
1041,동회천,32,3,35,1
4124,청수리사거리,10,25,35,1
1150,금등리마을,16,19,35,1
1474,하도리서문동,7,28,35,1
3222,제주항공우주호텔,16,18,34,1
627,몰래물,14,20,34,1
3237,제주항공우주박물관,18,16,34,1
2128,창천리남당물동산,18,16,34,1
1049,거문오름입구,1,33,34,1
1843,농협주유소,22,12,34,1
3083,중흥/골드클래스아파트,26,8,34,1
4165,하효고막곶,32,2,34,1
3491,사려니마을,18,16,34,1
1526,4.3평화공원,2,32,34,1
1326,알밤오름,10,24,34,1
3100,이도초등학교,20,13,33,1
3243,종달항,30,3,33,1
1842,신례2리교차로,13,20,33,1
1460,거로사거리,27,6,33,1
965,미듬아파트,28,5,33,1
1502,탐라중학교,29,4,33,1
2601,성산농협종합유통센터,3,30,33,1
843,선흘2리,32,1,33,1
2896,오름중학교,24,9,33,1
668,민오름,17,16,33,1
1528,청소년수련원,32,1,33,1
2594,온평리,8,25,33,1
3014,서귀포보건소,26,7,33,1
3058,안덕119센터,8,25,33,1
2503,신평리,17,16,33,1
1264,교래리,18,15,33,1
243,화북주공아파트입구,28,5,33,1
2007,파라다이스호텔입구,30,3,33,1
3389,효돈농협하나로마트,12,21,33,1
8,못가름,27,6,33,1
252,신설동,13,20,33,1
796,조수1리,25,7,32,1
1525,청소년수련원,4,28,32,1
1048,선흘2리입구,13,19,32,1
88,세기아파트,7,25,32,1
2283,법정사입구,13,19,32,1
1149,금등리마을,23,9,32,1
3166,보목포구(출발),26,6,32,1
298,부록마을,17,15,32,1
1855,만지동,5,27,32,1
1936,영천동주민센터,22,10,32,1
3197,위미2리교차로,14,18,32,1
513,평화로광령1리입구,17,15,32,1
2831,진군을리,27,4,31,1
1800,효성빌라,6,25,31,1
848,대흘2리새동네,1,30,31,1
1022,낙선동,16,15,31,1
3199,무릉리(사장동),29,2,31,1
2881,동모루왓,2,29,31,1
2029,서귀포YWCA,22,9,31,1
769,저지리수동,25,6,31,1
4224,화순금모래해수욕장,12,19,31,1
982,봉성하나로마트,11,20,31,1
177,문서교,21,10,31,1
2564,표선오일시장,16,15,31,1
1535,새마을금고연수원,21,10,31,1
1256,초록마을,18,13,31,1
2068,호근사거리,15,16,31,1
2033,천지연폭포입구,2,29,31,1
