STATION_NM,LOCAL_X,LOCAL_Y,USAGE
연동입구,126.49673999999999,33.496179999999995,3508
고래왓,126.5123,33.24848,3508
연미마을입구,126.5075,33.492979999999996,3496
법호촌온성학교,126.59449,33.29186,3494
이호테우해수욕장,126.45546000000002,33.49623,3485
호근사거리,126.52753,33.257329999999996,3462
블랭섬홀아시아,126.2848,33.29189,3461
도련반석스위트타운,126.59121999999999,33.50666,3461
화북초등학교,126.56241000000001,33.5177,3456
금능석물원,126.22633,33.385909999999996,3446
붉은오름,126.68525,33.39522,3445
제주국제대학교,126.57243000000001,33.441320000000005,3417
도평초등학교,126.44555,33.48168,3412
애월고등학교,126.33447,33.46262,3412
서귀포중학교,126.56906000000001,33.247679999999995,3411
하귀하나로마트,126.41138000000001,33.48464,3411
태흥초등학교,126.74501000000001,33.28635,3408
제주썬호텔,126.49373,33.4899,3399
회수마을회관,126.44466000000001,33.26323,3396
강정초등학교,126.4801,33.235640000000004,3392
월평마을,126.57538999999998,33.46968,3385
도순동,126.47478000000001,33.25275,3364
천지연폭포입구,126.56131,33.241209999999995,3363
월산정수장입구,126.46893,33.47871,3357
중문관광단지입구,126.4126,33.255790000000005,3351
곽지모물,126.30892,33.45169,3350
제주해변공연장,126.52247,33.5173,3342
창천리,126.37082,33.26598,3340
세화리구좌농협,126.85986000000001,33.52095,3335
대정초교후문,126.25638000000001,33.225570000000005,3331
S중앙병원,126.47182,33.49293,3319
송당로타리,126.78418,33.4716,3317
장전리사무소,126.38845,33.45088,3316
사라봉,126.54435,33.51294,3315
뒤통모루,126.66689,33.2754,3281
해병부대,126.26273,33.231,3278
함덕리(4구),126.67473999999999,33.54011,3265
광령초등학교,126.43615,33.46053,3248
대평리,126.36692,33.23492,3245
제주연안여객터미널,126.53535,33.51915,3241
고성2리,126.42416000000001,33.43616,3235
납읍리사무소,126.32943999999999,33.439440000000005,3234
송당로타리,126.78397,33.47157,3224
디지털융합센터,126.57146000000002,33.4513,3222
하예하동,126.37333000000001,33.236129999999996,3216
광지동,126.70868,33.27641,3214
효돈초등학교,126.61695,33.26358,3211
제주돌문화공원,126.66402,33.44747,3209
이화아파트,126.53985,33.51828,3202
고래왓,126.51468999999999,33.24794,3187
계명동입구,126.42665,33.48803,3187
계명동,126.42662,33.485929999999996,3186
용두암현대1차아파트,126.50875,33.51593,3175
번대동,126.39206999999999,33.4777,3170
예래입구,126.40442,33.25862,3164
라마다프라자제주호텔,126.51856000000001,33.51838,3163
인성리(남문지앞사거리),126.27762,33.247859999999996,3152
동부보건소,126.70271000000001,33.27511,3147
성판악,126.62035,33.38463,3146
애월하나로마트,126.3213,33.46008,3144
제주동여자중학교,126.54024,33.50294,3143
강정초등학교,126.47977,33.23561,3130
아르미아파트,126.59447,33.49604,3129
표선고등학교,126.82988,33.3313,3129
제주국제컨벤션센터중문대포해안주상절리대,126.42472,33.24309,3124
이호2동,126.46122,33.49508,3120
(구)중앙파출소,126.56036,33.247,3115
비자림,126.81034,33.493179999999995,3115
고산우체국앞,126.1796,33.3038,3112
해안동입구,126.45115,33.462759999999996,3102
하도리,126.88271999999999,33.51793,3100
섯가름,126.47582,33.23703,3089
연동한일시티파크,126.48935,33.49158,3083
영실매표소,126.48021999999999,33.34025,3083
상창보건진료소,126.3628,33.27458,3079
대포동,126.43182,33.24301,3066
오라초등학교,126.5125,33.48916,3066
의귀환승정류장(의귀초등학교),126.71495,33.31082,3064
함덕비석거리,126.66167,33.543209999999995,3059
신엄리,126.36806999999999,33.47177,3057
행원리,126.80771000000001,33.55337,3030
용천마을,126.51995,33.50155,3027
주암주택,126.64543,33.54085,3001
하례환승정류장(하례리입구),126.60048,33.29998,2992
제주국제대학교,126.56943999999999,33.438629999999996,2985
광지동,126.70931999999999,33.27643,2971
고내리,126.33805,33.46246,2965
제주영지학교,126.5429,33.48919,2965
유수암상동,126.40879,33.42269,2960
월정리,126.79115,33.55175,2953
오등동입구,126.52933999999999,33.48123,2951
중엄리,126.37338999999999,33.47355,2949
한림여자중학교,126.25976999999999,33.4109,2949
해녀박물관입구,126.86385,33.52114,2936
귀덕초등학교,126.29413999999998,33.44372,2931
상예2동,126.37716999999999,33.26417,2926
우령서로입구,126.42621000000001,33.49179,2907
신산환승정류장(성산농협신산지점),126.87568999999999,33.37993,2901
서귀포고등학교,126.56043000000001,33.2576,2897
서귀포보건소,126.55465,33.25212,2887
동성동,126.75453,33.55577,2879
하귀휴먼시아2단지앞,126.41485,33.4813,2864
이도초등학교,126.53275,33.48924,2859
대섬입구,126.62603999999999,33.53586,2853
금능해수욕장,126.23565,33.38947,2851
대천동주민센터,126.47828,33.25088,2844
상창보건진료소,126.36294,33.274640000000005,2837
신세계빌라,126.51501999999999,33.23958,2836
덕수초등학교,126.30433000000001,33.25053,2834
영천동주민센터,126.58713,33.268879999999996,2832
법환새마을금고,126.51342,33.23785,2818
월성마을회관,126.50475,33.502320000000005,2817
옹포사거리,126.25612,33.40585,2815
이도초등학교,126.53256,33.4894,2781
동성마을입구,126.50753,33.4932,2774
신천리,126.84885,33.344409999999996,2770
보건소,126.51957,33.49108,2766
미듬아파트,126.26883000000001,33.4187,2758
신천지아파트,126.54506,33.506209999999996,2754
하예중동,126.38413,33.2416,2754
서귀포우체국서귀포시청제2청사,126.50894,33.25517,2744
무도동,126.74089,33.28479,2743
김녕미로공원,126.77248999999999,33.53604,2739
한라산교회,126.56826000000001,33.273109999999996,2738
혜성무지개타운,126.54236000000002,33.495509999999996,2731
화순리,126.33197,33.24642,2731
(구)중문동주민센터,126.43425,33.25114,2730
신흥교차로,126.76698999999999,33.30072,2726
태흥3리사무소,126.75783,33.29358,2705
서성동,126.65032,33.27245,2701
관음사,126.55787,33.42642,2698
우남동,126.39088999999998,33.26432,2695
비석거리,126.57586,33.25473,2693
제주국제공항(종점),126.49318999999998,33.50571,2685
한라도서관,126.51472,33.47615,2682
주공6단지,126.55905,33.26269,2679
번대동,126.39225,33.477740000000004,2670
함덕농협지소,126.66417,33.54235,2669
동명리,126.26568999999999,33.4098,2641
신산로,126.53375,33.507909999999995,2633
탐라중학교,126.5453,33.49075,2631
제주장애인요양원,126.5715,33.45516,2622
1100도로입구,126.43163999999999,33.25159,2622
하얏트호텔,126.40579,33.24511,2612
망장포입구,126.63391999999999,33.26415,2603
명주주택,126.49349,33.49579,2602
온평초등학교,126.89775,33.40828,2597
산굼부리,126.68883999999998,33.43537,2596
서귀중앙여자중학교,126.56055,33.25497,2573
오도마을,126.45737,33.49107,2572
반석아르미아파트,126.5674,33.26251,2563
서귀포칼호텔,126.58148999999999,33.24694,2561
인화동입구,126.53827,33.51362,2560
영주고등학교,126.57775,33.45712,2557
용담사거리,126.51387,33.510909999999996,2552
제주제일중학교,126.53936999999999,33.49385,2537
하나호텔한국관광공사,126.40843000000001,33.2502,2522
매촌,126.58873,33.51788,2522
삼주연립주택,126.51035,33.25025,2516
비자림,126.81043000000001,33.49334,2516
새서귀초등학교,126.51293000000001,33.25416,2510
이도주공아파트,126.53398999999999,33.4902,2499
신창환승정류장(한경면사무소),126.18333999999999,33.35053,2483
한마음근린공원,126.54538000000001,33.497040000000005,2476
위미문화의집,126.65983,33.27474,2452
해녀박물관,126.86291000000001,33.52172,2436
도련1동,126.58975,33.50932,2435
고산동산,126.53437,33.49511,2435
안덕계곡,126.35336000000001,33.25816,2433
하천하동,126.84421999999999,33.339729999999996,2429
제주중앙여자중학교,126.51998,33.50493,2423
방선문빌리지,126.53635,33.47767,2415
광치기해변,126.92336999999999,33.45143,2403
고내리,126.3389,33.46315,2403
도두동,126.46656000000002,33.50258,2399
동홍동청소년문화의집,126.56863,33.26608,2399
애월읍사무소,126.33033999999999,33.462579999999996,2394
평대초등학교,126.83922,33.52957,2394
제주월드컵경기장,126.50723,33.24838,2393
천지연폭포(종점),126.56025,33.243109999999994,2390
세천동,126.6747,33.275240000000004,2386
서광서리,126.30263000000001,33.28607,2383
대정읍사무소,126.25171,33.22592,2375
행원리,126.80828000000001,33.552929999999996,2366
동부보건소,126.70338000000001,33.275259999999996,2360
이도2동행정복지센터,126.5364,33.4965,2356
오등동입구,126.53056000000001,33.48141,2351
성산농협,126.91103999999999,33.447070000000004,2351
탄산온천,126.29808,33.25045,2347
세화리시장2동,126.85325,33.5235,2345
안덕계곡,126.35238000000001,33.25786,2344
사계리사무소,126.29803999999999,33.231609999999996,2341
무릉1리리사무소앞,126.2031,33.2703,2338
화북주공아파트입구,126.57271000000001,33.51882,2334
서귀포여자중학교,126.54642,33.254870000000004,2332
6호광장,126.5486,33.511070000000004,2330
종달리,126.89621000000001,33.49512,2325
월평마을,126.46096000000001,33.24273,2320
내도동동마을,126.44242,33.49324,2316
표선환승정류장(표선면사무소),126.83218000000001,33.3265,2300
서소동,126.73523,33.28365,2294
고내리애월119센터,126.34943,33.46629,2291
대천환승정류장(제주방향),126.73489,33.43642,2282
시흥리사무소,126.89898000000001,33.47335,2272
민속자연사박물관,126.53087,33.50732,2269
성읍환승정류장(성읍1리사무소),126.79848,33.38947,2268
보로미마을,126.40911000000001,33.46545,2265
경제통상진흥원,126.54047,33.498870000000004,2263
한동리서동,126.82722,33.53873,2260
무수천,126.44866999999999,33.46137,2255
어리목,126.48531000000001,33.39035,2250
돈대산입구,126.32771000000001,33.95134,2250
롯데호텔,126.41032,33.24872,2236
보로미마을,126.40936,33.46545,2231
온난화대응농업연구소,126.51928999999998,33.46676,2228
문서교,126.61328,33.527770000000004,2226
서광리,126.32491,33.28887,2216
신도1리,126.1915,33.2777,2214
뒷동산,126.51068000000001,33.23666,2214
봉성하나로마트,126.31245,33.4189,2214
비양동,126.96566999999999,33.51123,2213
원당봉,126.59325,33.52166,2212
예래동주민센터,126.39855,33.25425,2209
김녕해수욕장,126.76029,33.555820000000004,2207
탐라광장,126.52815,33.51384,2207
서귀포초등학교,126.56508000000001,33.2427,2199
상원동,126.66353000000001,33.27505,2192
서홍동복지회관,126.55131000000002,33.263659999999994,2192
어촌계입구,126.74771000000001,33.2878,2185
모슬포남항여객선터미널(운진항),126.25733000000001,33.21097,2179
달샘마을,126.57015,33.474509999999995,2176
사계리동동,126.30771999999999,33.23451,2176
예래동노인회관,126.39303999999998,33.24667,2175
거로마을,126.56043000000001,33.50983,2172
사려니숲길,126.6258,33.42308,2160
씨에스호텔,126.42033,33.24385,2155
서귀포보건소,126.55485,33.252340000000004,2151
화북서마을,126.56286999999999,33.522870000000005,2140
학원동,126.39766000000002,33.47493,2135
공천포,126.64017,33.26545,2129
여객선대합실,126.29761,33.96269,2128
신양리입구,126.90993,33.43565,2124
뒷빌레,126.58965,33.273270000000004,2122
납읍리섯잣길,126.32738,33.43673,2121
정실,126.50967,33.46962,2110
부민장례식장,126.52241000000001,33.48076,2107
인성리(남문지앞사거리),126.27734,33.2479,2104
법환농협,126.5119,33.23728,2098
종달초등학교,126.89627,33.49238,2093
이도2동행정복지센터,126.53546000000001,33.496109999999994,2090
법호촌온성학교,126.59475,33.29282,2084
이호동동마을,126.46153999999999,33.5004,2082
도련2동,126.58905,33.512879999999996,2074
신제주초등학교,126.49648,33.4843,2069
평안전문요양원,126.58827,33.28068,2067
도영슈퍼,126.60025,33.24225,2062
매촌,126.58856000000002,33.517959999999995,2062
성산리,126.93518999999999,33.46521,2055
김녕리,126.74795,33.55422,2049
해양연구소,126.65856000000001,33.54375,2046
신산마을,126.44445,33.493520000000004,2042
대섬입구,126.62565,33.53568,2041
신성여자중고등학교,126.56175,33.47808,2040
대림2차아파트,126.488,33.479,2036
한국통신,126.26138,33.41302,2028
삼도1동주민센터,126.51971,33.50318,2024
서호새마을금고,126.52292,33.25727,2014
아랑조을거리입구,126.55937,33.25116,2013
제주월드컵경기장,126.50783999999999,33.24913,2000
서귀포시중앙도서관,126.50769,33.251870000000004,1997
제주국제대학교,126.56936,33.43842,1996
이화아파트,126.53991,33.51814,1994
서귀포시중앙도서관,126.50773000000001,33.251670000000004,1991
화전마을,126.36003000000001,33.35201,1989
탐라광장,126.52838999999999,33.51382,1988
서귀포항,126.56421999999999,33.23988,1987
화물청사입구,126.50448,33.50418,1974
귀일중학교,126.40512,33.48121,1973
제주시외버스터미널,126.5148,33.49955,1970
영평하동,126.57332,33.486940000000004,1970
한동리,126.82945,33.5371,1958
대천환승정류장(세화방향),126.73704,33.43615,1956
근로복지공단,126.54453999999998,33.49986,1946
성산포수협,126.91644,33.448879999999996,1945
금성리,126.30143000000001,33.4445,1945
오봉교,126.52636000000001,33.47466,1936
부민장례식장,126.52233999999999,33.480920000000005,1935
구억리,126.2789,33.27237,1931
용화로,126.5085,33.50958,1929
대기고등학교,126.59353,33.49205,1926
사라봉오거리,126.54045,33.51367,1925
한화아파트,126.48308,33.47902,1924
켄싱턴리조트악근천,126.49043,33.2344,1923
번대동,126.39263999999999,33.478840000000005,1914
샤인빌리조트입구,126.79413999999998,33.30672,1910
렛츠런파크,126.39263000000001,33.40997,1910
산여리통입구,126.78143999999999,33.30731,1909
한라수목원,126.48473999999999,33.46991,1904
영천동주민센터,126.58733000000001,33.2688,1903
성산고등학교,126.91678,33.468579999999996,1901
한림공원,126.23886,33.39178,1896
동복리관광체험어장,126.7156,33.553290000000004,1891
해녀박물관입구,126.86376000000001,33.521029999999996,1870
부록마을,126.56875,33.50185,1865
남흘동,126.74293,33.55543,1863
제주오설록티뮤지엄,126.28801000000001,33.30522,1862
산방산,126.31248000000001,33.23612,1860
함덕5구,126.67596,33.534259999999996,1856
자운당,126.35694,33.467420000000004,1856
도평마을입구,126.45088,33.479929999999996,1853
조천체육관,126.64273,33.54007,1851
서회천,126.60673,33.49858,1850
승천로,126.54146000000001,33.493809999999996,1847
하귀휴먼시아2단지입구,126.41408,33.48188,1845
별빛누리공원/난타공연장,126.54847,33.44531,1842
구억리옹기체험관,126.27868000000001,33.27407,1835
아시아CGI애니메이션센터,126.56761999999999,33.25235,1830
사거리,126.43218,33.24475,1827
제주시외버스터미널(종점),126.51414,33.49993,1827
월라봉,126.60623999999999,33.26254,1812
도리초등학교,126.46585,33.50141,1811
예래오마트,126.39426,33.24975,1806
용흥동,126.48251,33.25045,1803
해안로,126.47241000000001,33.509209999999996,1792
서해안로,126.49375,33.519709999999996,1781
남원생활체육관,126.7059,33.2755,1779
세화2리사무소,126.80492,33.30682,1776
새가름,126.50397,33.47347,1775
제주서중학교,126.48168000000001,33.49351,1774
서문로터리,126.51932,33.51173,1769
하례1리입구,126.62608999999999,33.2635,1765
동광환승정류장3(한림방면),126.34052,33.31048,1762
롯데시티호텔(600번),126.48856,33.49002,1761
진양빌라,126.38736999999999,33.24349,1760
공물,126.51628999999998,33.240429999999996,1754
예래생태체험관,126.38933,33.24408,1753
혼인지입구,126.89907,33.41122,1752
솔대왓,126.55546000000001,33.26406,1752
솔동산입구,126.56368,33.24474,1746
월성마을회관,126.50518000000001,33.50202,1740
서홍새마을금고,126.55802,33.2641,1738
위미3리,126.68708000000001,33.2754,1735
강정천,126.4876,33.23402,1733
한동리,126.82958,33.53717,1729
섭지코지,126.9224,33.43687,1727
한동리서동,126.82693,33.53877,1724
동문성당,126.53237,33.51007,1719
만장굴입구,126.7773,33.54925,1708
금빛신협,126.30467,33.44578,1707
위미3리마을회관,126.68907,33.27512,1700
신시가지,126.51043,33.25898,1699
탐라도서관,126.47741,33.47756,1694
구엄리,126.37619,33.474540000000005,1684
왕대왓,126.48241000000002,33.23465,1681
제주국제공항(종점),126.49356,33.505720000000004,1675
굿밭거리,126.52496000000001,33.25736,1672
선진동,126.70321000000001,33.45753,1672
반석주택,126.57108999999998,33.48207,1672
성산고등학교,126.91673999999999,33.46845,1667
대화동,126.6518,33.27275,1661
남주중고등학교,126.56615,33.2744,1660
한림오일시장,126.27358999999998,33.4208,1659
서복전시관,126.57018000000001,33.24519,1659
오조해녀의집,126.92253000000001,33.46885,1648
시각장애인복지관,126.58068,33.47072,1647
공무원연금공단,126.51794,33.25437,1644
교래자연휴양림,126.66605,33.44373,1644
지세못,126.46423,33.253029999999995,1643
영락리,126.21033,33.25708,1641
협재리,126.24465,33.397529999999996,1636
영산홍아파트,126.53993,33.4952,1632
수산1리비석거리,126.889,33.44357,1622
옹포리,126.25168000000001,33.40303,1616
동성동,126.75453,33.55563,1614
세기아파트,126.50055,33.493559999999995,1612
평대리사무소,126.84331,33.52787,1608
영평상동마을회관,126.56822,33.476659999999995,1607
한국국제학교,126.28173000000001,33.28725,1602
표선파출소,126.83108999999999,33.324059999999996,1602
하례2리입구,126.60208999999999,33.30061,1601
문화마을,126.7979,33.39302,1599
제주도립미술관,126.48787,33.45284,1596
못가름,126.47678,33.48843,1594
강창학종합경기장,126.50146000000001,33.26178,1593
플레이케이팝박물관,126.41343,33.25018,1591
상모3리,126.25811999999999,33.22312,1584
고산1리(구출장소),126.17898000000001,33.306059999999995,1582
선흘1리,126.70512,33.51168,1582
뒤통모루,126.66707,33.275259999999996,1580
신산리,126.87767,33.383309999999994,1578
샤인빌리조트입구,126.79386000000001,33.306940000000004,1575
내도동서마을,126.43845,33.49415,1572
수원리,126.26993999999999,33.426140000000004,1572
탄산온천,126.29749,33.25058,1570
대원상동,126.66989,33.27496,1569
연대마을,126.4228,33.49129,1564
토평초등학교,126.58888,33.268,1562
귀덕1리,126.29275,33.443509999999996,1560
쇠소깍입구,126.62173999999999,33.25678,1560
평대리동동,126.84971000000002,33.524390000000004,1557
동복리,126.71257,33.55292,1546
고성리제주은행,126.91505,33.449459999999995,1543
"테디밸리골프앤리조트,헬로키티아일랜드",126.35151,33.291779999999996,1542
외돌개,126.54739,33.24096,1537
신풍입구,126.82042,33.361309999999996,1534
사평마을입구,126.51127,33.48134,1532
제4부두,126.53818000000001,33.520179999999996,1530
고갠드르,126.52418999999999,33.25472,1530
어영마을,126.49008,33.519009999999994,1526
산방복지회관,126.30192,33.233290000000004,1526
거로사거리,126.557,33.506890000000006,1526
염돈,126.49478,33.2499,1525
토평반석타운,126.59375,33.27053,1521
이호동주민센터,126.45827,33.49877,1512
제주의료원,126.55816000000002,33.44567,1508
수농원,126.77051000000002,33.30323,1507
신성여자중고등학교,126.56331000000002,33.479859999999995,1505
사회복지법인춘강,126.55163999999999,33.45264,1504
문화마을,126.79821000000001,33.39298,1499
광령3리사무소,126.42336,33.46387,1496
북촌리해동,126.68547,33.54418,1496
하모3리축협,126.2524,33.22531,1496
표선도서관,126.83873999999999,33.32547,1490
탐라중학교,126.54383999999999,33.49136,1489
성산리입구,126.93132,33.46067,1486
우남동,126.3909,33.264540000000004,1480
비석동,126.4179,33.48838,1480
법환초등학교,126.50815,33.23653,1479
색달동,126.41228000000001,33.26167,1478
수원주유소,126.26675,33.42373,1477
광령2리,126.42903000000001,33.45041,1474
붉은오름,126.68534,33.3946,1474
조천읍사무소,126.63217,33.534859999999995,1474
신시가지,126.51026,33.258340000000004,1466
신평리,126.25931000000001,33.265159999999995,1464
광치기해변,126.92366000000001,33.4523,1463
진평연립입구,126.52233000000001,33.47053,1460
회수마을회관,126.44471999999999,33.26308,1459
금능블루하와이,126.21954,33.38167,1457
위미3리마을회관,126.68867,33.27503,1456
고성리노인회관,126.90865,33.44675,1450
표선오일시장,126.8303,33.321,1449
하귀휴먼시아1단지,126.41587,33.48338,1449
신양리입구,126.90923000000001,33.43415,1447
미래컨벤션센터,126.51475,33.506640000000004,1442
대정환승정류장(대정읍사무소),126.25173000000001,33.22605,1440
가마초등학교,126.80033,33.30655,1433
오름가름,126.50816,33.47169,1433
선덕어린이집,126.51248000000001,33.48101,1426
농협지역본부,126.52006000000002,33.508070000000004,1424
제주신화월드테마파크,126.3155,33.30279,1419
비석거리,126.57751999999999,33.25613,1418
갈왓,126.45589,33.49366,1415
사계리서동,126.2926,33.230270000000004,1412
한수리,126.2646,33.42224,1410
오션팰리스호텔,126.56208000000001,33.24617,1410
"방선문3차,4차빌리지",126.52667,33.48766,1407
수망가름,126.71314,33.32714,1406
화북중마을,126.56472,33.52333,1401
삼달교차로,126.86825,33.36868,1398
동문,126.53098999999999,33.25732,1397
금악리,126.29491999999999,33.35763,1395
표선초등학교,126.83543,33.32875,1391
검은여입구,126.58287,33.24819,1385
신산마을입구,126.45885,33.47922,1385
도평동,126.45126,33.480129999999996,1382
서진아파트,126.46391000000001,33.25334,1376
한국전력변전소,126.53743999999999,33.49838,1375
산여리통입구,126.78143,33.307520000000004,1374
두모리사무소,126.18528,33.35351,1374
신평리,126.2593,33.26467,1373
동회천,126.61536000000001,33.504129999999996,1371
제일빌리지,126.44483999999999,33.46083,1370
사려니숲길,126.62643999999999,33.42304,1370
신제주오피스텔,126.48971999999999,33.4833,1368
종합어시장,126.52793,33.5164,1365
창천초등학교,126.37078000000001,33.2641,1356
솔동산입구,126.56369,33.244609999999994,1348
교래입구,126.61662,33.41923,1346
서호북문,126.52301000000001,33.26113,1340
동문로터리,126.56792,33.24986,1340
GM빌라,126.52081000000001,33.46663,1339
제주평화양로원,126.61133999999998,33.46524,1338
강창학종합경기장,126.50145,33.26162,1338
구산마을,126.53809,33.48314,1333
금산목,126.80524,33.55366,1328
약천사,126.45034,33.243,1325
상가리보건진료소,126.34428,33.452009999999994,1323
서홍새마을금고,126.55796000000001,33.26424,1321
평대리사무소,126.84228,33.52834,1320
교래사거리,126.67206000000002,33.43408,1312
황사평,126.56367,33.49457,1311
김녕해수욕장,126.75931000000001,33.55617,1308
신산머루,126.43746999999999,33.45006,1297
이교동삼거리,126.27115,33.226240000000004,1295
수망사거리,126.7124,33.32808,1292
월평마을,126.46083,33.24282,1289
성산리취락구조,126.9349,33.466029999999996,1283
제주모자원입구,126.56643999999999,33.46286,1278
하귀2리,126.39974,33.47878,1278
토평사거리,126.58559,33.26883,1276
고성1리종합운동장,126.41516999999999,33.45845,1275
제주자동차검사정비사업조합,126.56191000000001,33.510290000000005,1273
제6부두,126.54445,33.5224,1270
왕대왓,126.48362,33.23434,1269
주암주택,126.64567,33.54072,1267
법환초등학교,126.50941,33.236740000000005,1266
켄싱턴리조트악근천,126.49082,33.23462,1258
남국사,126.54958,33.46215,1258
하천리마을입구,126.82377,33.35399,1257
알뱅듸왓,126.39065,33.45035,1256
대정초등학교,126.25639,33.224779999999996,1255
미래컨벤션센터,126.51482,33.506609999999995,1248
시흥리사무소,126.89845,33.4743,1247
신효,126.61113,33.263729999999995,1247
한라일보,126.51966000000002,33.49857,1241
성읍1리,126.79911000000001,33.386520000000004,1240
공업단지,126.58178000000001,33.29237,1239
상모리감협,126.26252,33.22415,1239
첨단로8길,126.57212,33.44393,1232
용흥리,126.36958,33.45172,1229
오광로입구,126.45623,33.495459999999994,1228
서부경찰서,126.40671999999999,33.47278,1228
상예입구,126.40448,33.2578,1227
금능해수욕장,126.23558999999999,33.389540000000004,1226
표선파출소,126.83152,33.32328,1225
돔뱅이왓,126.3695,33.235,1224
계룡동,126.83345,33.5344,1217
동물개동산앞,126.4312,33.240120000000005,1214
명도암마을회관,126.61086,33.47099,1211
공업단지입구,126.5903,33.28351,1210
축산진흥원입구,126.48755,33.446909999999995,1209
보목포구(출발),126.60626,33.23949,1209
수산1리비석거리,126.88893999999999,33.44338,1207
한라초등학교,126.48629,33.479,1203
신례초등학교,126.63326,33.28393,1203
대포동,126.43168,33.24293,1203
서귀포YWCA,126.56528999999999,33.24457,1201
대천환승정류장(표선방향),126.73714,33.43537,1197
명주주택,126.49376000000001,33.495670000000004,1195
공항초소,126.48456999999999,33.51358,1194
게이트볼장,126.51963,33.49475,1193
이도수선화아파트,126.55058000000001,33.4944,1191
용당리,126.182,33.3346,1191
신성동,126.69457,33.27486,1190
동일1리,126.24306999999999,33.22818,1189
게이트볼장,126.51987,33.49492,1187
안덕초등학교,126.33513,33.25018,1186
사동복지회관,126.29005,33.442209999999996,1181
앞동산,126.61425,33.26377,1179
방선문빌리지,126.5368,33.47766,1178
대포포구,126.43565,33.23888,1176
용두암현대1차아파트,126.50832,33.51627,1174
돈내코,126.58429,33.2997,1174
애월119센터,126.34871000000001,33.466229999999996,1173
주르레마을,126.48651000000001,33.450390000000006,1171
상모리이교동,126.26717,33.2254,1170
추자중학교,126.32692,33.945190000000004,1169
아시아CGI애니메이션센터,126.56782,33.252309999999994,1166
모감동,126.38115,33.47573,1165
용담레포츠공원,126.49991999999999,33.51801,1163
대동마을,126.46378999999999,33.494609999999994,1161
한림고등학교,126.25426999999999,33.40488,1161
동복리휴게소,126.70765,33.5535,1154
이호동동마을,126.46095,33.5003,1149
새마을금고연수원,126.39716999999999,33.41285,1144
삼매봉입구,126.5438,33.24491,1141
탑동입구,126.52483000000001,33.51585,1138
오름중학교,126.58563000000001,33.517109999999995,1130
만장굴입구,126.7789,33.54965,1128
삼양파출소사거리,126.58753,33.52052,1127
제주동여자중학교,126.54028999999998,33.502629999999996,1122
정실오거리,126.51448,33.467079999999996,1121
제주중앙중학교,126.49938,33.48553,1120
진은동,126.72973,33.28242,1117
수산리사무소,126.39457,33.46954,1115
한라도서관입구,126.51493,33.481190000000005,1114
와흘리,126.63628,33.503029999999995,1114
서광서리,126.30273000000001,33.28618,1110
영평알동네,126.56043000000001,33.48215,1109
시흥리,126.89631999999999,33.47663,1109
하도리동동,126.88448000000001,33.51605,1108
진개동산,126.24736000000001,33.22531,1107
한림오일시장,126.27277,33.42051,1107
제주아트리움,126.45683000000001,33.46613,1103
성박물관,126.34533,33.25548,1103
서호북문,126.52205,33.26123,1103
세천동,126.675,33.27523,1102
용담새마을금고,126.51488,33.5097,1094
판포리,126.19927,33.36457,1092
동상효,126.60717,33.279959999999996,1091
고향모루,126.49852,33.23638,1089
밤나무골,126.59453,33.50202,1089
교래사거리,126.67172,33.43335,1087
사대부고,126.51038,33.51338,1081
온난화대응농업연구소,126.51863,33.466879999999996,1081
표선중학교,126.83122,33.32826,1080
용천사입구,126.5302,33.261309999999995,1076
성읍1리,126.79897,33.38649,1076
화북동마을,126.56751000000001,33.52352,1076
금능리,126.23226000000001,33.3874,1075
NLCS제주,126.28563,33.296620000000004,1074
상효입구,126.59505,33.25965,1074
상예2동,126.3772,33.2644,1073
태흥3리사무소,126.75918,33.29437,1068
하도리면수동,126.8681,33.52102,1065
공업단지입구,126.59041,33.28412,1064
호근새마을금고,126.52756000000001,33.25745,1064
쇠소깍하효항입구,126.61723,33.2529,1063
영등물,126.73618,33.55532,1061
동회천,126.61338,33.50465,1059
신설동,126.31636999999999,33.46431,1059
동백동산,126.36738999999999,33.28935,1056
오설록,126.28913,33.30513,1055
"테디밸리골프앤리조트,헬로키티아일랜드",126.3512,33.2919,1053
귀덕2리,126.28041,33.43813,1052
비자림로교래입구,126.61716000000001,33.419129999999996,1050
표선리사거리,126.8335,33.3257,1048
동광리,126.33837,33.30637,1047
수모루,126.52441999999999,33.24605,1047
신흥리취락구조,126.76482,33.29873,1046
난산리사무소,126.87116,33.40124,1046
보목동동네,126.60597,33.24305,1045
씨사이드홈,126.7232,33.28035,1041
제주돌문화공원,126.66429,33.44615,1038
납읍리,126.32895,33.43891,1037
삼달교차로,126.86903000000001,33.36933,1036
산지변전소,126.53268,33.51713,1033
오등동,126.52941000000001,33.47514,1033
무릉1리학교앞,126.20182,33.271440000000005,1031
구산마을입구,126.53639,33.483909999999995,1031
중앙마을,126.5197,33.50163,1028
한라도서관입구,126.51636,33.480979999999995,1028
정실마을,126.50971000000001,33.46918,1025
향토오일시장,126.57348999999999,33.26623,1022
교래사거리,126.67178,33.43325,1013
무릉문화의집,126.19948000000001,33.27243,1012
신천리,126.84978000000001,33.344879999999996,1010
측골,126.58332,33.267179999999996,1005
섯가름,126.47605,33.237120000000004,1004
토평보목입구,126.59062,33.25875,1004
양가왓,126.5556,33.26421,1000
와산리,126.6822,33.49152,1000
감산리,126.35701999999999,33.2598,999
