STATION_NM,LOCAL_X,LOCAL_Y,USAGE
제주대학교입구,126.55076000000001,33.456720000000004,7273
사대부고,126.50945,33.51279,7234
연동입구,126.49701,33.49625,7212
중엄리,126.37366999999999,33.473459999999996,7200
신사동(기점),126.67788999999999,33.52596,7169
큰동네,126.59628000000001,33.48949,7142
창천리,126.37153,33.265409999999996,7137
월랑초등학교,126.47925,33.49253,7117
삼양2동,126.58041999999999,33.52118,7107
탑동입구,126.52467,33.51531,7098
곽지해수욕장,126.30757,33.4482,7081
화순환승정류장(안덕농협),126.33519,33.24665,7077
원노형,126.48355,33.48598,7063
월정리용천동,126.78201999999999,33.5506,7032
대륜동주민센터,126.51118999999998,33.24848,7031
협재리,126.24528000000001,33.39788,7021
거로입구,126.55653000000001,33.51453,7013
월랑입구,126.47156000000001,33.49395,6965
하원동,126.46167,33.25367,6952
세기아파트,126.5015,33.49335,6937
구산마을,126.53801000000001,33.483290000000004,6932
메종글래드제주,126.48743999999999,33.485859999999995,6932
세화리시장2동,126.85361,33.5236,6931
평생학습관,126.55799999999999,33.2496,6910
남성마을입구,126.55224,33.24795,6847
신천동,126.54959,33.50393,6794
반참모르,126.50113,33.25022,6778
하귀휴먼시아1단지,126.41618000000001,33.48368,6776
남성마을입구,126.5526,33.2477,6761
농협지역본부,126.51982,33.50772,6750
조천환승정류장(조천리사무소),126.6399,33.53826,6738
한국콘도입구,126.41022,33.250240000000005,6727
우당도서관,126.54815,33.51231,6684
남원환승정류장(남원읍사무소),126.72081999999999,33.28062,6678
화북휴먼시아정문,126.57632,33.51597,6661
애월신협,126.321,33.46416,6658
일도2동주민센터,126.53853000000001,33.5113,6627
토평마을회관,126.5898,33.27192,6602
금천마을,126.55343,33.478640000000006,6599
삼화부영1차아파트,126.58768,33.51717,6595
서귀포산업과학고등학교,126.59487,33.29515,6495
비석거리,126.57824,33.25496,6456
도련초등학교,126.58328,33.51443,6451
백록초등학교,126.47151000000001,33.485409999999995,6446
제주중앙여자중학교,126.51976,33.50553,6437
서귀포여자중학교,126.54701999999999,33.254290000000005,6425
한림주유소,126.26483,33.416709999999995,6404
삼화지구3단지,126.58628999999999,33.51512,6393
제성마을,126.48403,33.49374,6383
하귀환승정류장(하귀하나로마트),126.41171000000001,33.48578,6370
해양연구소,126.65773,33.54385,6338
주공2단지,126.57252,33.2548,6315
사평마을,126.51245,33.49287,6315
중흥/골드클래스아파트,126.50221,33.25274,6309
김녕환승정류장(김녕초등학교),126.75126999999999,33.5549,6291
농협보목지소,126.5983,33.24323,6284
제주학생문화원,126.54316999999999,33.5015,6260
효돈중학교,126.62008,33.26363,6227
신성마을,126.48916000000001,33.49367,6222
가시나물,126.56995,33.47252,6187
동성마을,126.51103,33.50005,6171
국세공무원교육원공무원연금공단,126.51778999999999,33.25463,6170
천제연폭포,126.41898,33.25395,6163
국제여객선터미널,126.54433,33.52438,6125
서귀포농협,126.56115,33.251529999999995,6124
LH12단지,126.52315,33.249829999999996,6110
신산마을,126.44538999999999,33.493520000000004,6095
강정농협,126.47827,33.23603,6049
동광초등학교,126.54475,33.5014,6042
월평마을,126.57518999999999,33.46976,6031
명신마을,126.50303000000001,33.49962,6023
월산마을,126.46305,33.47317,6011
삼다체육공원입구,126.51888999999998,33.25158,5999
조천리,126.6365,33.535779999999995,5997
하귀휴먼시아입구,126.41545,33.48572,5995
동홍사거리,126.56831000000001,33.2545,5991
위미문화의집,126.65836999999999,33.274770000000004,5988
현사마을,126.44961,33.49473,5952
대평리,126.36693000000001,33.235209999999995,5945
애월리,126.32068999999998,33.46439,5943
일우한란아파트,126.43087,33.492509999999996,5934
하례환승정류장(하례리입구),126.6007,33.3,5926
서귀중앙여자중학교,126.56078000000001,33.25508,5919
중문고등학교,126.4477,33.252829999999996,5913
성산하이츠빌라,126.5048,33.25011,5906
성산리입구,126.93127,33.46085,5901
한마음병원,126.5472,33.495940000000004,5855
연동365의원,126.4912,33.481759999999994,5839
운전면허시험장,126.38644,33.40595,5836
연대마을,126.42858000000001,33.49282,5833
조천리새마을공장,126.63271,33.53497,5823
도평초등학교,126.44561999999999,33.48185,5807
탐라중학교,126.54552,33.49112,5793
제주의료원,126.55843,33.44571,5772
신설동,126.54661999999999,33.49788,5770
하원동,126.4606,33.254129999999996,5770
월랑로입구,126.47213,33.49368,5758
한담동,126.31268999999999,33.46264,5755
한일베라체,126.54855,33.494170000000004,5710
아름마을아파트,126.42908,33.483979999999995,5687
근로복지공단,126.54436000000001,33.499829999999996,5643
한림체육관,126.26721,33.40898,5642
애월중학교,126.32416,33.46353,5636
무수천,126.44859,33.461059999999996,5635
고산환승정류장(고산1리),126.18043999999999,33.30073,5599
제대아파트,126.5573,33.4589,5527
이도주공아파트,126.53418,33.49053,5516
삼화지구,126.58124,33.51723,5491
신천동,126.54907,33.50343,5488
한림2리,126.26605,33.409240000000004,5484
조천만세동산,126.6417,33.53958,5476
제주자동차검사소,126.58898,33.514559999999996,5453
제주제일고등학교,126.48156999999999,33.48055,5445
도련초등학교,126.58301000000002,33.51421,5443
신촌리,126.62156,33.53439,5333
아라초등학교,126.5447,33.47748,5333
제성마을,126.4854,33.49361,5332
사라봉,126.54285,33.51316,5330
오래물광장,126.46722,33.50486,5295
옹포사거리,126.25598000000001,33.40558,5292
도리초등학교,126.46618000000001,33.50117,5278
하귀우체국,126.40443,33.4813,5273
관전동,126.41909,33.48883,5263
한마음병원,126.54735,33.496,5248
대동마을,126.46378999999999,33.49445,5226
제일빌리지,126.44483999999999,33.46068,5221
서귀포시외버스터미널(가상정류소),126.50723,33.24985,5220
평생학습관,126.55807,33.2495,5215
평화로광령1리입구,126.44278999999999,33.455659999999995,5186
종달초등학교,126.89648000000001,33.4929,5183
삼화지구3단지,126.58598,33.515229999999995,5174
성읍농협,126.801,33.39047,5173
삼양해수욕장입구,126.58786,33.52618,5171
남원1리사무소,126.71463,33.27793,5159
한국국제학교,126.28241000000001,33.28755,5121
우도천진항,126.95151000000001,33.49334,5106
연동대림1차아파트,126.48975,33.48028,5083
S중앙병원,126.47166999999999,33.49285,5075
경제통상진흥원,126.5403,33.49908,5065
김녕리,126.74711,33.55438,5061
월정리,126.79105,33.5519,5055
인화동,126.5394,33.50923,5030
수협제주도지회,126.49521999999999,33.4897,5029
동화로입구,126.57286,33.51312,5021
민오름,126.50168000000001,33.48142,5020
예래입구,126.40463999999999,33.25869,5016
화북휴먼시아정문,126.57656999999999,33.51589,4963
시티주유소,126.47976000000001,33.4764,4954
용담어린이집,126.50548,33.51171,4948
하나로아파트,126.58928,33.510979999999996,4946
위미초등학교,126.65455,33.27367,4931
인화동입구,126.53851999999999,33.51272,4912
혜성무지개타운,126.54178,33.4954,4896
으뜸마을,126.48253000000001,33.477990000000005,4866
옹포리,126.2522,33.40332,4863
화북휴먼시아,126.57382,33.51717,4858
뉴경남호텔,126.55825,33.24671,4837
삼정지에듀,126.2785,33.28481,4822
동복리,126.71265,33.553020000000004,4817
협재해수욕장,126.24082,33.39423,4769
하례1리입구,126.62618,33.26367,4729
제주삼양동유적,126.58641999999999,33.5232,4690
용문마을,126.50941,33.50765,4653
구좌중앙초등학교,126.79898,33.55118,4649
내도동동마을,126.44243,33.49309,4642
서귀북초등학교,126.5594,33.26037,4627
광령1리사무소,126.43988999999999,33.460879999999996,4626
제일교동문시장입구,126.53175,33.51235,4622
한림여자중학교,126.25965,33.41033,4606
(구)중문동주민센터,126.43435,33.25103,4602
한림공원,126.23908,33.39182,4595
서귀포산업과학고등학교,126.59557,33.295970000000004,4593
열린병원,126.56466999999999,33.25387,4542
큰구릉내,126.41543,33.48707,4533
화순리,126.33197,33.246320000000004,4523
수선화아파트,126.52982,33.48892,4522
일도2동주민센터,126.53906,33.51068,4502
대학동,126.5076,33.513000000000005,4453
법환농협,126.5121,33.23721,4430
삼화초등학교,126.57696000000001,33.51439,4411
한국통신,126.26118000000001,33.41275,4410
첨단꿈에그린2단지아파트,126.5764,33.45301,4381
용담어린이집,126.50532,33.51175,4312
수정동,126.42858999999999,33.49264,4298
구산마을입구,126.53505,33.4844,4292
삼화부영1차아파트,126.58757,33.51696,4284
금능리,126.23234,33.38722,4271
보목신협,126.60198999999999,33.241659999999996,4260
구엄리,126.37625,33.47432,4258
원노형,126.48319,33.48617,4242
제주제일중학교,126.53968,33.4942,4228
노형주공아파트,126.47393000000001,33.4906,4218
대신중학교,126.50581000000001,33.25595,4189
모슬포우체국,126.25548,33.22253,4175
제주절물자연휴양림,126.63018999999998,33.440259999999995,4163
광평동로,126.47038,33.4823,4163
오라1동,126.5173,33.49225,4155
삼성여자고등학교,126.58657,33.257659999999994,4138
제주영지학교,126.54267,33.489290000000004,4127
남광로입구,126.53747,33.492509999999996,4117
한일베라체,126.54836,33.4948,4115
위미1리사무소,126.65645,33.27411,4105
제주국제자유도시개발센터,126.57146000000002,33.452729999999995,4100
창천리남당물동산,126.36617,33.26168,4089
오라1동,126.51621999999999,33.49263,4070
신설동,126.54843000000001,33.49865,4060
플레이케이팝박물관,126.41415,33.25007,4056
고성리성산농협,126.91261000000002,33.44611,4055
사계리사무소,126.29751999999999,33.23128,4055
메종글래드제주,126.4869,33.48608,4036
효돈중학교,126.62143,33.26348,4023
유승한내들아파트,126.50453,33.25265,4020
광평,126.46841,33.48389,3996
광평동로노형성당,126.47041999999999,33.48207,3992
민오름,126.50046999999999,33.481759999999994,3992
공천포,126.64053,33.26583,3988
운전면허시험장,126.3862,33.40645,3960
동광환승정류장6(모슬포방면),126.34025,33.30968,3956
세화리구좌농협,126.85958000000001,33.52107,3930
중문관광단지여미지식물원입구,126.41264,33.2517,3918
남주동,126.40847,33.48368,3883
상원동,126.66335,33.275209999999994,3874
애월환승정류장(애월리),126.3187,33.46483,3864
제주도립미술관입구,126.48722,33.45465,3834
성읍농협앞,126.8008,33.39078,3809
제대마을,126.55394,33.45785,3803
월령리,126.21781999999999,33.37615,3794
유승한내들아파트,126.50443,33.25246,3786
삼화초등학교,126.57673,33.51419,3785
제주오설록티뮤지엄,126.28862,33.304520000000004,3760
L마트,126.56003,33.2643,3746
안남동,126.40661999999999,33.48251,3737
중문관광단지,126.41297,33.25238,3729
제주서중학교,126.48135,33.49367,3727
제주대학교입구,126.55175,33.45627,3725
신광사거리,126.49318000000001,33.49365,3719
제주여자중고등학교,126.54171000000001,33.485,3703
서귀포시외버스터미널,126.50798999999999,33.24873,3703
내도동서마을,126.43848,33.49393,3702
봉성하나로마트,126.31257,33.41922,3702
금빛신협,126.3058,33.44655,3700
사라봉경로당입구,126.53831000000001,33.51559,3698
제주월드컵경기장(600번),126.50903999999998,33.249340000000004,3686
한라생태숲,126.59648999999999,33.429809999999996,3678
신제주오피스텔,126.48996000000001,33.4832,3671
한국BMI,126.57298999999999,33.44907,3668
한림고등학교,126.25856999999999,33.39915,3650
신효동,126.61012,33.26361,3646
곽지해수욕장,126.30746,33.44843,3638
구좌중앙초등학교,126.79858,33.55117,3629
신산환승정류장(성산농협신산지점),126.87618,33.380340000000004,3627
신흥리(마을입구)함덕고등학교,126.6534,33.54335,3619
월산정수장입구,126.46869,33.4784,3608
도순동,126.4733,33.252629999999996,3595
용흥동,126.48346000000001,33.25025,3590
남광초등학교,126.53768000000001,33.49293,3582
판포리,126.20025,33.3648,3581
이호동주민센터,126.45878,33.49905,3574
제주소방서,126.53581000000001,33.491659999999996,3574
이도근린공원,126.54507,33.49708,3568
의귀환승정류장(의귀초등학교),126.71483,33.31067,3549
고성1리종합운동장,126.41561000000002,33.45843,3548
남주동,126.40876000000002,33.48405,3544
제주대학교교육대학,126.553,33.51312,3530
금천마을,126.55348000000001,33.47849,3530
예래동가동거리,126.38805,33.245329999999996,3525
대원마을,126.53473999999999,33.476440000000004,3520
수산리사무소앞,126.39339,33.467940000000006,3518
동광초등학교,126.54576000000002,33.5017,3510
