STATION_NM,LOCAL_X,LOCAL_Y,USAGE,address
산굼부리,126.68883999999998,33.43537,2596,제주특별자치도 제주시 조천읍 교래리 165-2
서귀중앙여자중학교,126.56055,33.25497,2573,제주특별자치도 서귀포시 서홍동 397-115
오도마을,126.45737,33.49107,2572,제주특별자치도 제주시 이호이동 1380-2
반석아르미아파트,126.5674,33.26251,2563,제주특별자치도 서귀포시 동홍동 1240-4
서귀포칼호텔,126.58148999999999,33.24694,2561,제주특별자치도 서귀포시 토평동 486-3
인화동입구,126.53827,33.51362,2560,제주특별자치도 제주시 일도이동 1050-1
영주고등학교,126.57775,33.45712,2557,제주특별자치도 제주시 월평동 651-73
용담사거리,126.51387,33.510909999999996,2552,제주특별자치도 제주시 용담일동 2579-1
제주제일중학교,126.53936999999999,33.49385,2537,제주특별자치도 제주시 이도이동 538-18
하나호텔한국관광공사,126.40843000000001,33.2502,2522,제주특별자치도 서귀포시 색달동 2822-1
매촌,126.58873,33.51788,2522,제주특별자치도 제주시 도련이동 522-3
삼주연립주택,126.51035,33.25025,2516,제주특별자치도 서귀포시 법환동 753
비자림,126.81043000000001,33.49334,2516,제주특별자치도 제주시 구좌읍 평대리 3187
새서귀초등학교,126.51293000000001,33.25416,2510,제주특별자치도 서귀포시 서호동 1478-2
이도주공아파트,126.53398999999999,33.4902,2499,제주특별자치도 제주시 이도이동 747
신창환승정류장(한경면사무소),126.18333999999999,33.35053,2483,제주특별자치도 제주시 한경면 두모리 3023-8
한마음근린공원,126.54538000000001,33.497040000000005,2476,제주특별자치도 제주시 이도이동 443
위미문화의집,126.65983,33.27474,2452,제주특별자치도 서귀포시 남원읍 위미리 2846-1
해녀박물관,126.86291000000001,33.52172,2436,제주특별자치도 제주시 구좌읍 세화리 33-7
고산동산,126.53437,33.49511,2435,제주특별자치도 제주시 이도이동 1085-4
도련1동,126.58975,33.50932,2435,제주특별자치도 제주시 도련일동 1729-4
안덕계곡,126.35336000000001,33.25816,2433,제주특별자치도 서귀포시 안덕면 감산리 346
하천하동,126.84421999999999,33.339729999999996,2429,제주특별자치도 서귀포시 표선면 하천리 275-1
제주중앙여자중학교,126.51998,33.50493,2423,제주특별자치도 제주시 삼도이동 1230-4
방선문빌리지,126.53635,33.47767,2415,제주특별자치도 제주시 아라일동 2807-1
고내리,126.3389,33.46315,2403,제주특별자치도 제주시 애월읍 고내리 1038-1
광치기해변,126.92336999999999,33.45143,2403,제주특별자치도 서귀포시 성산읍 고성리 224-33
도두동,126.46656000000002,33.50258,2399,제주특별자치도 제주시 도두일동 2510-2
동홍동청소년문화의집,126.56863,33.26608,2399,제주특별자치도 서귀포시 동홍동 1075-5
평대초등학교,126.83922,33.52957,2394,제주특별자치도 제주시 구좌읍 평대리 647-3
애월읍사무소,126.33033999999999,33.462579999999996,2394,제주특별자치도 제주시 애월읍 애월리 343-5
제주월드컵경기장,126.50723,33.24838,2393,제주특별자치도 서귀포시 강정동 232
천지연폭포(종점),126.56025,33.243109999999994,2390,제주특별자치도 서귀포시 서홍동 689-1
세천동,126.6747,33.275240000000004,2386,제주특별자치도 서귀포시 남원읍 위미리 4591-71
서광서리,126.30263000000001,33.28607,2383,제주특별자치도 서귀포시 안덕면 서광리 2471
대정읍사무소,126.25171,33.22592,2375,제주특별자치도 서귀포시 대정읍 하모리 1423-2
행원리,126.80828000000001,33.552929999999996,2366,제주특별자치도 제주시 구좌읍 행원리 811-7
동부보건소,126.70338000000001,33.275259999999996,2360,제주특별자치도 서귀포시 남원읍 남원리 2490-116
이도2동행정복지센터,126.5364,33.4965,2356,제주특별자치도 제주시 이도이동 1085-4
성산농협,126.91103999999999,33.447070000000004,2351,제주특별자치도 서귀포시 성산읍 고성리 1063-5
오등동입구,126.53056000000001,33.48141,2351,제주특별자치도 제주시 도남동 214-2
탄산온천,126.29808,33.25045,2347,제주특별자치도 서귀포시 안덕면 사계리 1030-1
세화리시장2동,126.85325,33.5235,2345,제주특별자치도 제주시 구좌읍 세화리 1531-3
안덕계곡,126.35238000000001,33.25786,2344,제주특별자치도 서귀포시 안덕면 감산리 362-7
사계리사무소,126.29803999999999,33.231609999999996,2341,제주특별자치도 서귀포시 안덕면 사계리 2843-1
무릉1리리사무소앞,126.2031,33.2703,2338,제주특별자치도 서귀포시 대정읍 무릉리 2929-2
화북주공아파트입구,126.57271000000001,33.51882,2334,제주특별자치도 제주시 화북일동 1221-13
서귀포여자중학교,126.54642,33.254870000000004,2332,제주특별자치도 서귀포시 서홍동 1335-6
6호광장,126.5486,33.511070000000004,2330,제주특별자치도 제주시 건입동 602-22
종달리,126.89621000000001,33.49512,2325,제주특별자치도 제주시 구좌읍 종달리 1714-4
월평마을,126.46096000000001,33.24273,2320,제주특별자치도 서귀포시 월평동 510-3
내도동동마을,126.44242,33.49324,2316,제주특별자치도 제주시 내도동 351-9
표선환승정류장(표선면사무소),126.83218000000001,33.3265,2300,제주특별자치도 서귀포시 표선면 표선리 699
서소동,126.73523,33.28365,2294,제주특별자치도 서귀포시 남원읍 태흥리 2008
고내리애월119센터,126.34943,33.46629,2291,제주특별자치도 제주시 애월읍 고내리 1365
대천환승정류장(제주방향),126.73489,33.43642,2282,제주특별자치도 제주시 구좌읍 송당리 2601-4
시흥리사무소,126.89898000000001,33.47335,2272,제주특별자치도 서귀포시 성산읍 시흥리 2644-12
민속자연사박물관,126.53087,33.50732,2269,제주특별자치도 제주시 일도이동 1050-1
성읍환승정류장(성읍1리사무소),126.79848,33.38947,2268,제주특별자치도 서귀포시 표선면 성읍리 667-1
보로미마을,126.40911000000001,33.46545,2265,제주특별자치도 제주시 애월읍 상귀리 679-3
경제통상진흥원,126.54047,33.498870000000004,2263,제주특별자치도 제주시 이도이동 444
한동리서동,126.82722,33.53873,2260,제주특별자치도 제주시 구좌읍 한동리 1161-3
무수천,126.44866999999999,33.46137,2255,제주특별자치도 제주시 해안동 2382-3
어리목,126.48531000000001,33.39035,2250,제주특별자치도 제주시 해안동 산 220-1
돈대산입구,126.32771000000001,33.95134,2250,제주특별자치도 제주시 추자면 예초리 325-1
롯데호텔,126.41032,33.24872,2236,제주특별자치도 서귀포시 색달동 2812-4
보로미마을,126.40936,33.46545,2231,제주특별자치도 제주시 애월읍 고성리 1579
온난화대응농업연구소,126.51928999999998,33.46676,2228,제주특별자치도 제주시 오등동 1720-1
문서교,126.61328,33.527770000000004,2226,제주특별자치도 제주시 조천읍 신촌리 3170-2
서광리,126.32491,33.28887,2216,제주특별자치도 서귀포시 안덕면 서광리 366-10
뒷동산,126.51068000000001,33.23666,2214,제주특별자치도 서귀포시 법환동 1282
신도1리,126.1915,33.2777,2214,제주특별자치도 서귀포시 대정읍 신도리 1402
봉성하나로마트,126.31245,33.4189,2214,제주특별자치도 제주시 애월읍 봉성리 4123-3
비양동,126.96566999999999,33.51123,2213,제주특별자치도 제주시 우도면 연평리 133-1
원당봉,126.59325,33.52166,2212,제주특별자치도 제주시 삼양일동 1509-4
예래동주민센터,126.39855,33.25425,2209,제주특별자치도 서귀포시 상예동 534-4
김녕해수욕장,126.76029,33.555820000000004,2207,제주특별자치도 제주시 구좌읍 김녕리 497-2
탐라광장,126.52815,33.51384,2207,제주특별자치도 제주시 일도일동 1202-1
서귀포초등학교,126.56508000000001,33.2427,2199,제주특별자치도 서귀포시 서귀동 725-2
상원동,126.66353000000001,33.27505,2192,제주특별자치도 서귀포시 남원읍 위미리 1883-2
서홍동복지회관,126.55131000000002,33.263659999999994,2192,제주특별자치도 서귀포시 서홍동 1627-6
어촌계입구,126.74771000000001,33.2878,2185,제주특별자치도 서귀포시 남원읍 태흥리 616-2
모슬포남항여객선터미널(운진항),126.25733000000001,33.21097,2179,제주특별자치도 서귀포시 대정읍 하모리 646-20
사계리동동,126.30771999999999,33.23451,2176,제주특별자치도 서귀포시 안덕면 사계리 3578
달샘마을,126.57015,33.474509999999995,2176,제주특별자치도 제주시 월평동 1373-8
예래동노인회관,126.39303999999998,33.24667,2175,제주특별자치도 서귀포시 상예동 4999
거로마을,126.56043000000001,33.50983,2172,제주특별자치도 제주시 화북이동 3467-1
사려니숲길,126.6258,33.42308,2160,제주특별자치도 제주시 봉개동 산 78-1
씨에스호텔,126.42033,33.24385,2155,제주특별자치도 서귀포시 중문동 2643-4
서귀포보건소,126.55485,33.252340000000004,2151,제주특별자치도 서귀포시 서홍동 449-13
화북서마을,126.56286999999999,33.522870000000005,2140,제주특별자치도 제주시 화북일동 1995
학원동,126.39766000000002,33.47493,2135,제주특별자치도 제주시 애월읍 하귀2리 3018
공천포,126.64017,33.26545,2129,제주특별자치도 서귀포시 남원읍 신례리 2191
여객선대합실,126.29761,33.96269,2128,제주특별자치도 제주시 추자면 대서리 4-39
신양리입구,126.90993,33.43565,2124,제주특별자치도 서귀포시 성산읍 고성리 896-4
뒷빌레,126.58965,33.273270000000004,2122,제주특별자치도 서귀포시 토평동 1541-1
납읍리섯잣길,126.32738,33.43673,2121,제주특별자치도 제주시 애월읍 납읍리 2422-3
정실,126.50967,33.46962,2110,제주특별자치도 제주시 오라이동 707-4
부민장례식장,126.52241000000001,33.48076,2107,제주특별자치도 제주시 도남동 1237-1
인성리(남문지앞사거리),126.27734,33.2479,2104,제주특별자치도 서귀포시 대정읍 인성리 255-1
법환농협,126.5119,33.23728,2098,제주특별자치도 서귀포시 법환동 1275-3
종달초등학교,126.89627,33.49238,2093,제주특별자치도 제주시 구좌읍 종달리 1903-1
이도2동행정복지센터,126.53546000000001,33.496109999999994,2090,제주특별자치도 제주시 이도이동 1085-4
법호촌온성학교,126.59475,33.29282,2084,제주특별자치도 서귀포시 상효동 1300-15
이호동동마을,126.46153999999999,33.5004,2082,제주특별자치도 제주시 이호일동 613-6
도련2동,126.58905,33.512879999999996,2074,제주특별자치도 제주시 도련이동 1821-7
신제주초등학교,126.49648,33.4843,2069,제주특별자치도 제주시 연동 304
평안전문요양원,126.58827,33.28068,2067,제주특별자치도 서귀포시 토평동 1693-18
매촌,126.58856000000002,33.517959999999995,2062,제주특별자치도 제주시 도련이동 522-10
도영슈퍼,126.60025,33.24225,2062,제주특별자치도 서귀포시 보목동 735
성산리,126.93518999999999,33.46521,2055,제주특별자치도 서귀포시 성산읍 성산리 284-3
김녕리,126.74795,33.55422,2049,제주특별자치도 제주시 구좌읍 김녕리 6194
해양연구소,126.65856000000001,33.54375,2046,제주특별자치도 제주시 조천읍 함덕리 3039-2
신산마을,126.44445,33.493520000000004,2042,제주특별자치도 제주시 내도동 896
대섬입구,126.62565,33.53568,2041,제주특별자치도 제주시 조천읍 신촌리 541-4
신성여자중고등학교,126.56175,33.47808,2040,제주특별자치도 제주시 영평동 2407-2
대림2차아파트,126.488,33.479,2036,제주특별자치도 제주시 연동 1399-1
한국통신,126.26138,33.41302,2028,제주특별자치도 제주시 한림읍 한림리 1582
삼도1동주민센터,126.51971,33.50318,2024,제주특별자치도 제주시 삼도일동 531-14
서호새마을금고,126.52292,33.25727,2014,제주특별자치도 서귀포시 서호동 1490
아랑조을거리입구,126.55937,33.25116,2013,제주특별자치도 서귀포시 서귀동 305-11
제주월드컵경기장,126.50783999999999,33.24913,2000,제주특별자치도 서귀포시 법환동 816-9
서귀포시중앙도서관,126.50769,33.251870000000004,1997,제주특별자치도 서귀포시 강정동 187
제주국제대학교,126.56936,33.43842,1996,제주특별자치도 제주시 영평동 산 8-6
이화아파트,126.53991,33.51814,1994,제주특별자치도 제주시 건입동 711
서귀포시중앙도서관,126.50773000000001,33.251670000000004,1991,제주특별자치도 서귀포시 강정동 187
화전마을,126.36003000000001,33.35201,1989,제주특별자치도 제주시 애월읍 봉성리 산 35-9
탐라광장,126.52838999999999,33.51382,1988,제주특별자치도 제주시 일도일동 1196
서귀포항,126.56421999999999,33.23988,1987,제주특별자치도 서귀포시 서귀동 786-16
화물청사입구,126.50448,33.50418,1974,제주특별자치도 제주시 용담이동 746-3
귀일중학교,126.40512,33.48121,1973,제주특별자치도 제주시 애월읍 하귀2리 1384-16
제주시외버스터미널,126.5148,33.49955,1970,제주특별자치도 제주시 오라일동 2441-4
영평하동,126.57332,33.486940000000004,1970,제주특별자치도 제주시 영평동 927-2
한동리,126.82945,33.5371,1958,제주특별자치도 제주시 구좌읍 한동리 1186-2
대천환승정류장(세화방향),126.73704,33.43615,1956,제주특별자치도 제주시 구좌읍 송당리 산 126-7
근로복지공단,126.54453999999998,33.49986,1946,제주특별자치도 제주시 일도이동 115
금성리,126.30143000000001,33.4445,1945,제주특별자치도 제주시 애월읍 금성리 601-3
성산포수협,126.91644,33.448879999999996,1945,제주특별자치도 서귀포시 성산읍 고성리 298-2
오봉교,126.52636000000001,33.47466,1936,제주특별자치도 제주시 오등동 1366-3
부민장례식장,126.52233999999999,33.480920000000005,1935,제주특별자치도 제주시 도남동 1237-1
구억리,126.2789,33.27237,1931,제주특별자치도 서귀포시 대정읍 보성리 463-7
용화로,126.5085,33.50958,1929,제주특별자치도 제주시 용담이동 627-48
대기고등학교,126.59353,33.49205,1926,제주특별자치도 제주시 봉개동 1795-3
사라봉오거리,126.54045,33.51367,1925,제주특별자치도 제주시 일도이동 421
한화아파트,126.48308,33.47902,1924,제주특별자치도 제주시 노형동 767
켄싱턴리조트악근천,126.49043,33.2344,1923,제주특별자치도 서귀포시 강정동 5628
번대동,126.39263999999999,33.478840000000005,1914,제주특별자치도 제주시 애월읍 하귀2리 2970-1
렛츠런파크,126.39263000000001,33.40997,1910,제주특별자치도 제주시 애월읍 소길리 산 186-1
샤인빌리조트입구,126.79413999999998,33.30672,1910,제주특별자치도 서귀포시 표선면 세화리 1567-3
산여리통입구,126.78143999999999,33.30731,1909,제주특별자치도 서귀포시 표선면 토산리 2057
한라수목원,126.48473999999999,33.46991,1904,제주특별자치도 제주시 노형동 103-4
영천동주민센터,126.58733000000001,33.2688,1903,제주특별자치도 서귀포시 토평동 1310-5
성산고등학교,126.91678,33.468579999999996,1901,제주특별자치도 서귀포시 성산읍 오조리 2210
한림공원,126.23886,33.39178,1896,제주특별자치도 제주시 한림읍 협재리 2497-3
동복리관광체험어장,126.7156,33.553290000000004,1891,제주특별자치도 제주시 구좌읍 동복리 722-2
해녀박물관입구,126.86376000000001,33.521029999999996,1870,제주특별자치도 제주시 구좌읍 상도리 471-33
부록마을,126.56875,33.50185,1865,제주특별자치도 제주시 화북이동 2650-3
남흘동,126.74293,33.55543,1863,제주특별자치도 제주시 구좌읍 김녕리 6194
제주오설록티뮤지엄,126.28801000000001,33.30522,1862,제주특별자치도 서귀포시 안덕면 서광리 산 50-13
산방산,126.31248000000001,33.23612,1860,제주특별자치도 서귀포시 안덕면 사계리 176-2
자운당,126.35694,33.467420000000004,1856,제주특별자치도 제주시 애월읍 하가리 1633
함덕5구,126.67596,33.534259999999996,1856,제주특별자치도 제주시 조천읍 함덕리 72-5
도평마을입구,126.45088,33.479929999999996,1853,제주특별자치도 제주시 도평동 814-3
조천체육관,126.64273,33.54007,1851,제주특별자치도 제주시 조천읍 조천리 1198-3
서회천,126.60673,33.49858,1850,제주특별자치도 제주시 회천동 2929-3
승천로,126.54146000000001,33.493809999999996,1847,제주특별자치도 제주시 이도이동 2075
하귀휴먼시아2단지입구,126.41408,33.48188,1845,제주특별자치도 제주시 애월읍 하귀1리 238-1
별빛누리공원/난타공연장,126.54847,33.44531,1842,제주특별자치도 제주시 오등동 10-34
구억리옹기체험관,126.27868000000001,33.27407,1835,제주특별자치도 서귀포시 대정읍 구억리 979
아시아CGI애니메이션센터,126.56761999999999,33.25235,1830,제주특별자치도 서귀포시 동홍동 447-38
사거리,126.43218,33.24475,1827,제주특별자치도 서귀포시 대포동 2606
제주시외버스터미널(종점),126.51414,33.49993,1827,제주특별자치도 제주시 오라일동 2455-2
월라봉,126.60623999999999,33.26254,1812,제주특별자치도 서귀포시 신효동 1151-2
도리초등학교,126.46585,33.50141,1811,제주특별자치도 제주시 이호일동 1961
예래오마트,126.39426,33.24975,1806,제주특별자치도 서귀포시 상예동 802-4
용흥동,126.48251,33.25045,1803,제주특별자치도 서귀포시 강정동 4033-9
해안로,126.47241000000001,33.509209999999996,1792,제주특별자치도 제주시 도두일동 1687
서해안로,126.49375,33.519709999999996,1781,제주특별자치도 제주시 용담삼동 2293-6
남원생활체육관,126.7059,33.2755,1779,제주특별자치도 서귀포시 남원읍 남원리 2377-1
세화2리사무소,126.80492,33.30682,1776,제주특별자치도 서귀포시 표선면 세화리 250-23
새가름,126.50397,33.47347,1775,제주특별자치도 제주시 오라이동 3295-1
제주서중학교,126.48168000000001,33.49351,1774,제주특별자치도 제주시 연동 2395-1
서문로터리,126.51932,33.51173,1769,제주특별자치도 제주시 용담일동 153-4
하례1리입구,126.62608999999999,33.2635,1765,제주특별자치도 서귀포시 남원읍 하례리 351-2
동광환승정류장3(한림방면),126.34052,33.31048,1762,제주특별자치도 서귀포시 안덕면 동광리 825-3
롯데시티호텔(600번),126.48856,33.49002,1761,제주특별자치도 제주시 연동 260
진양빌라,126.38736999999999,33.24349,1760,제주특별자치도 서귀포시 하예동 221-1
공물,126.51628999999998,33.240429999999996,1754,제주특별자치도 서귀포시 법환동 450
예래생태체험관,126.38933,33.24408,1753,제주특별자치도 서귀포시 하예동 45-3
혼인지입구,126.89907,33.41122,1752,제주특별자치도 서귀포시 성산읍 온평리 522-4
솔대왓,126.55546000000001,33.26406,1752,제주특별자치도 서귀포시 서홍동 271-17
솔동산입구,126.56368,33.24474,1746,제주특별자치도 서귀포시 서귀동 475-3
월성마을회관,126.50518000000001,33.50202,1740,제주특별자치도 제주시 용담이동 2749-35
서홍새마을금고,126.55802,33.2641,1738,제주특별자치도 서귀포시 서홍동 256-4
위미3리,126.68708000000001,33.2754,1735,제주특별자치도 서귀포시 남원읍 위미리 172-7
강정천,126.4876,33.23402,1733,제주특별자치도 서귀포시 강정동 2673-4
한동리,126.82958,33.53717,1729,제주특별자치도 제주시 구좌읍 한동리 1195-3
섭지코지,126.9224,33.43687,1727,제주특별자치도 서귀포시 성산읍 고성리 186-5
한동리서동,126.82693,33.53877,1724,제주특별자치도 제주시 구좌읍 한동리 4848
동문성당,126.53237,33.51007,1719,제주특별자치도 제주시 일도이동 1031-11
만장굴입구,126.7773,33.54925,1708,제주특별자치도 제주시 구좌읍 월정리 1840-3
금빛신협,126.30467,33.44578,1707,제주특별자치도 제주시 애월읍 곽지리 2060-3
위미3리마을회관,126.68907,33.27512,1700,제주특별자치도 서귀포시 남원읍 위미리 161-1
신시가지,126.51043,33.25898,1699,제주특별자치도 서귀포시 서호동 1478-1
탐라도서관,126.47741,33.47756,1694,제주특별자치도 제주시 노형동 3812-2
구엄리,126.37619,33.474540000000005,1684,제주특별자치도 제주시 애월읍 구엄리 1080-7
왕대왓,126.48241000000002,33.23465,1681,제주특별자치도 서귀포시 강정동 2857-2
제주국제공항(종점),126.49356,33.505720000000004,1675,제주특별자치도 제주시 용담이동 1462
굿밭거리,126.52496000000001,33.25736,1672,제주특별자치도 서귀포시 호근동 1841-1
선진동,126.70321000000001,33.45753,1672,제주특별자치도 제주시 조천읍 선흘리 1938-10
반석주택,126.57108999999998,33.48207,1672,제주특별자치도 제주시 영평동 791-3
성산고등학교,126.91673999999999,33.46845,1667,제주특별자치도 서귀포시 성산읍 오조리 337-1
대화동,126.6518,33.27275,1661,제주특별자치도 서귀포시 남원읍 위미리 4144-2
남주중고등학교,126.56615,33.2744,1660,제주특별자치도 서귀포시 동홍동 1910-1
서복전시관,126.57018000000001,33.24519,1659,제주특별자치도 서귀포시 서귀동 101-12
한림오일시장,126.27358999999998,33.4208,1659,제주특별자치도 제주시 한림읍 대림리 1714
오조해녀의집,126.92253000000001,33.46885,1648,제주특별자치도 서귀포시 성산읍 오조리 2-4
시각장애인복지관,126.58068,33.47072,1647,제주특별자치도 제주시 월평동 419-4
공무원연금공단,126.51794,33.25437,1644,제주특별자치도 서귀포시 서호동 1583
교래자연휴양림,126.66605,33.44373,1644,제주특별자치도 제주시 조천읍 교래리 산 52-1
지세못,126.46423,33.253029999999995,1643,제주특별자치도 서귀포시 하원동 328-1
영락리,126.21033,33.25708,1641,제주특별자치도 서귀포시 대정읍 영락리 1297-8
협재리,126.24465,33.397529999999996,1636,제주특별자치도 제주시 한림읍 협재리 2872
영산홍아파트,126.53993,33.4952,1632,제주특별자치도 제주시 이도이동 539-5
수산1리비석거리,126.889,33.44357,1622,제주특별자치도 서귀포시 성산읍 수산리 271-2
옹포리,126.25168000000001,33.40303,1616,제주특별자치도 제주시 한림읍 옹포리 575
동성동,126.75453,33.55563,1614,제주특별자치도 제주시 구좌읍 김녕리 2121
세기아파트,126.50055,33.493559999999995,1612,제주특별자치도 제주시 오라삼동 2728-2
평대리사무소,126.84331,33.52787,1608,제주특별자치도 제주시 구좌읍 평대리 749-1
영평상동마을회관,126.56822,33.476659999999995,1607,제주특별자치도 제주시 영평동 1878-10
표선파출소,126.83108999999999,33.324059999999996,1602,제주특별자치도 서귀포시 표선면 표선리 671-1
한국국제학교,126.28173000000001,33.28725,1602,제주특별자치도 서귀포시 대정읍 보성리 2417
하례2리입구,126.60208999999999,33.30061,1601,제주특별자치도 서귀포시 남원읍 하례리 1869-1
문화마을,126.7979,33.39302,1599,제주특별자치도 서귀포시 표선면 성읍리 1609
제주도립미술관,126.48787,33.45284,1596,제주특별자치도 제주시 연동 680-7
못가름,126.47678,33.48843,1594,제주특별자치도 제주시 노형동 1297-5
강창학종합경기장,126.50146000000001,33.26178,1593,제주특별자치도 서귀포시 강정동 1515-3
플레이케이팝박물관,126.41343,33.25018,1591,제주특별자치도 서귀포시 색달동 2864-36
상모3리,126.25811999999999,33.22312,1584,제주특별자치도 서귀포시 대정읍 상모리 3976-2
고산1리(구출장소),126.17898000000001,33.306059999999995,1582,제주특별자치도 제주시 한경면 고산리 3993
선흘1리,126.70512,33.51168,1582,제주특별자치도 제주시 조천읍 선흘리 4199
뒤통모루,126.66707,33.275259999999996,1580,제주특별자치도 서귀포시 남원읍 위미리 1846-1
신산리,126.87767,33.383309999999994,1578,제주특별자치도 서귀포시 성산읍 신산리 611-2
샤인빌리조트입구,126.79386000000001,33.306940000000004,1575,제주특별자치도 서귀포시 표선면 세화리 1579-11
수원리,126.26993999999999,33.426140000000004,1572,제주특별자치도 제주시 한림읍 대림리 1591
내도동서마을,126.43845,33.49415,1572,제주특별자치도 제주시 내도동 580-1
탄산온천,126.29749,33.25058,1570,제주특별자치도 서귀포시 안덕면 덕수리 3004
대원상동,126.66989,33.27496,1569,제주특별자치도 서귀포시 남원읍 위미리 1574-3
연대마을,126.4228,33.49129,1564,제주특별자치도 제주시 외도일동 2111-1
토평초등학교,126.58888,33.268,1562,제주특별자치도 서귀포시 토평동 1304-4
쇠소깍입구,126.62173999999999,33.25678,1560,제주특별자치도 서귀포시 하효동 1460
귀덕1리,126.29275,33.443509999999996,1560,제주특별자치도 제주시 한림읍 귀덕리 1026-4
평대리동동,126.84971000000002,33.524390000000004,1557,제주특별자치도 제주시 구좌읍 평대리 419-2
동복리,126.71257,33.55292,1546,제주특별자치도 제주시 구좌읍 동복리 1484-3
고성리제주은행,126.91505,33.449459999999995,1543,제주특별자치도 서귀포시 성산읍 고성리 313-6
"테디밸리골프앤리조트,헬로키티아일랜드",126.35151,33.291779999999996,1542,제주특별자치도 서귀포시 안덕면 상창리 2888
외돌개,126.54739,33.24096,1537,제주특별자치도 서귀포시 서홍동 795-3
신풍입구,126.82042,33.361309999999996,1534,제주특별자치도 서귀포시 표선면 하천리 2611
사평마을입구,126.51127,33.48134,1532,제주특별자치도 제주시 오라이동 1770-3
제4부두,126.53818000000001,33.520179999999996,1530,제주특별자치도 제주시 건입동 918-13
고갠드르,126.52418999999999,33.25472,1530,제주특별자치도 서귀포시 서호동 1490
산방복지회관,126.30192,33.233290000000004,1526,제주특별자치도 서귀포시 안덕면 사계리 1839-1
어영마을,126.49008,33.519009999999994,1526,제주특별자치도 제주시 용담삼동 2580
거로사거리,126.557,33.506890000000006,1526,제주특별자치도 제주시 화북이동 5755-1
염돈,126.49478,33.2499,1525,제주특별자치도 서귀포시 강정동 2144-5
토평반석타운,126.59375,33.27053,1521,제주특별자치도 서귀포시 토평동 176-3
이호동주민센터,126.45827,33.49877,1512,제주특별자치도 제주시 이호일동 1961
제주의료원,126.55816000000002,33.44567,1508,제주특별자치도 제주시 아라일동 2986-1
수농원,126.77051000000002,33.30323,1507,제주특별자치도 서귀포시 남원읍 신흥리 115-3
신성여자중고등학교,126.56331000000002,33.479859999999995,1505,제주특별자치도 제주시 영평동 2466-6
사회복지법인춘강,126.55163999999999,33.45264,1504,제주특별자치도 제주시 아라일동 415-14
문화마을,126.79821000000001,33.39298,1499,제주특별자치도 서귀포시 표선면 성읍리 1636-2
광령3리사무소,126.42336,33.46387,1496,제주특별자치도 제주시 애월읍 광령리 3798-7
하모3리축협,126.2524,33.22531,1496,제주특별자치도 서귀포시 대정읍 하모리 1423-20
북촌리해동,126.68547,33.54418,1496,제주특별자치도 제주시 조천읍 북촌리 2688
표선도서관,126.83873999999999,33.32547,1490,제주특별자치도 서귀포시 표선면 표선리 44-4
탐라중학교,126.54383999999999,33.49136,1489,제주특별자치도 제주시 아라이동 3015
성산리입구,126.93132,33.46067,1486,제주특별자치도 서귀포시 성산읍 성산리 400-3
우남동,126.3909,33.264540000000004,1480,제주특별자치도 서귀포시 상예동 4999
비석동,126.4179,33.48838,1480,제주특별자치도 제주시 애월읍 하귀1리 275-4
법환초등학교,126.50815,33.23653,1479,제주특별자치도 서귀포시 법환동 1291-4
색달동,126.41228000000001,33.26167,1478,제주특별자치도 서귀포시 색달동 1934-2
수원주유소,126.26675,33.42373,1477,제주특별자치도 제주시 한림읍 수원리 826-20
붉은오름,126.68534,33.3946,1474,제주특별자치도 서귀포시 표선면 가시리 산 158-1
조천읍사무소,126.63217,33.534859999999995,1474,제주특별자치도 제주시 조천읍 조천리 3231
광령2리,126.42903000000001,33.45041,1474,제주특별자치도 제주시 애월읍 광령리 4227
신시가지,126.51026,33.258340000000004,1466,제주특별자치도 서귀포시 강정동 186
신평리,126.25931000000001,33.265159999999995,1464,제주특별자치도 서귀포시 대정읍 신평리 367-5
광치기해변,126.92366000000001,33.4523,1463,제주특별자치도 서귀포시 성산읍 고성리 224-40
진평연립입구,126.52233000000001,33.47053,1460,제주특별자치도 제주시 오등동 1899
회수마을회관,126.44471999999999,33.26308,1459,제주특별자치도 서귀포시 회수동 409-1
금능블루하와이,126.21954,33.38167,1457,제주특별자치도 제주시 한림읍 금능리 1994-1
위미3리마을회관,126.68867,33.27503,1456,제주특별자치도 서귀포시 남원읍 위미리 168-2
고성리노인회관,126.90865,33.44675,1450,제주특별자치도 서귀포시 성산읍 고성리 1485-2
표선오일시장,126.8303,33.321,1449,제주특별자치도 서귀포시 표선면 표선리 2954
하귀휴먼시아1단지,126.41587,33.48338,1449,제주특별자치도 제주시 애월읍 하귀1리 562
신양리입구,126.90923000000001,33.43415,1447,제주특별자치도 서귀포시 성산읍 고성리 1772-3
미래컨벤션센터,126.51475,33.506640000000004,1442,제주특별자치도 제주시 용담일동 2583
대정환승정류장(대정읍사무소),126.25173000000001,33.22605,1440,제주특별자치도 서귀포시 대정읍 하모리 1443-1
오름가름,126.50816,33.47169,1433,제주특별자치도 제주시 오라이동 739-3
가마초등학교,126.80033,33.30655,1433,제주특별자치도 서귀포시 표선면 세화리 1540-4
선덕어린이집,126.51248000000001,33.48101,1426,제주특별자치도 제주시 오라이동 1618-2
농협지역본부,126.52006000000002,33.508070000000004,1424,제주특별자치도 제주시 삼도이동 1230-4
제주신화월드테마파크,126.3155,33.30279,1419,제주특별자치도 서귀포시 안덕면 서광리 산 35-15
