station_id,station_name,station_y,station_x,citizen_user_count,tourist_user_count,citizen_tag_count,tourist_tag_count,total_user_count,total_tag_count,station_address
97,제주민속오일장,33.493520000000004,126.47763,27348.0,876.0,26944.0,834.0,28224.0,27778.0,제주특별자치도 제주시 노형동 1297-1
98,제주민속오일장입구,33.493759999999995,126.47495,736.0,108.0,724.0,107.0,844.0,831.0,제주특별자치도 제주시 노형동 1141-3
99,월랑로입구,33.49368,126.47213,5354.0,404.0,5291.0,385.0,5758.0,5676.0,제주특별자치도 제주시 도두일동 2270-2
100,월랑입구,33.49395,126.47156000000001,6672.0,293.0,6549.0,283.0,6965.0,6832.0,제주특별자치도 제주시 도두일동 2270-3
107,수선화아파트,33.48923,126.52984,7919.0,21.0,7876.0,19.0,7940.0,7895.0,제주특별자치도 제주시 도남동 91-3
108,제주연안여객터미널,33.51898,126.53551999999999,289.0,61.0,280.0,59.0,350.0,339.0,제주특별자치도 제주시 건입동 918-13
109,제주연안여객터미널,33.51915,126.53535,2988.0,253.0,2932.0,241.0,3241.0,3173.0,제주특별자치도 제주시 건입동 918-54
110,산지변전소,33.51713,126.53268,982.0,51.0,962.0,49.0,1033.0,1011.0,제주특별자치도 제주시 건입동 984-4
111,산지변전소,33.51692,126.53261,200.0,10.0,197.0,10.0,210.0,207.0,제주특별자치도 제주시 건입동 984-119
112,종합어시장,33.5164,126.52793,1088.0,277.0,1049.0,264.0,1365.0,1313.0,제주특별자치도 제주시 건입동 1429
113,탑동푸른쉼터,33.51656,126.52711000000001,7223.0,697.0,7075.0,653.0,7920.0,7728.0,제주특별자치도 제주시 건입동 1388-18
114,탑동입구,33.51531,126.52467,6931.0,167.0,6842.0,157.0,7098.0,6999.0,제주특별자치도 제주시 일도일동 1279-9
115,탑동입구,33.51585,126.52483000000001,870.0,268.0,843.0,248.0,1138.0,1091.0,제주특별자치도 제주시 일도일동 1278-11
116,남국사,33.46215,126.54958,1133.0,125.0,1099.0,117.0,1258.0,1216.0,제주특별자치도 제주시 아라일동 1918-9
117,남국사,33.46049,126.54978999999999,177.0,20.0,171.0,19.0,197.0,190.0,제주특별자치도 제주시 아라일동 499-7
118,웃인다마을,33.464459999999995,126.54925,658.0,32.0,643.0,31.0,690.0,674.0,제주특별자치도 제주시 아라일동 628-2
119,죽성마을입구,33.46313,126.5491,513.0,22.0,501.0,21.0,535.0,522.0,제주특별자치도 제주시 아라일동 1918-13
120,제주대학교병원,33.469159999999995,126.54777,53925.0,409.0,53404.0,395.0,54334.0,53799.0,제주특별자치도 제주시 아라일동 1801-4
121,제주대학교병원,33.46909,126.54739,23088.0,319.0,22670.0,309.0,23407.0,22979.0,제주특별자치도 제주시 아라일동 1803-8
122,인다마을,33.47064,126.54581999999999,36286.0,263.0,35845.0,256.0,36549.0,36101.0,제주특별자치도 제주시 아라일동 6174
123,인다마을,33.47145,126.5454,10088.0,110.0,9963.0,109.0,10198.0,10072.0,제주특별자치도 제주시 아라일동 6174
124,아라주공아파트,33.473079999999996,126.54569,74596.0,482.0,73762.0,460.0,75078.0,74222.0,제주특별자치도 제주시 아라일동 6174
125,아라주공아파트,33.473659999999995,126.54542,14403.0,185.0,14201.0,180.0,14588.0,14381.0,제주특별자치도 제주시 아라일동 6092-7
126,케이티앤지,33.48207,126.48535,19178.0,197.0,18959.0,189.0,19375.0,19148.0,제주특별자치도 제주시 노형동 767
127,종합사격장,33.44028,126.56753,246.0,19.0,245.0,19.0,265.0,264.0,제주특별자치도 제주시 영평동 산 8-24
128,종합사격장,33.441829999999996,126.56625,80.0,2.0,76.0,2.0,82.0,78.0,제주특별자치도 제주시 아라일동 3-44
129,제주의료원,33.44571,126.55843,5681.0,91.0,5621.0,86.0,5772.0,5707.0,제주특별자치도 제주시 아라일동 4-121
130,제주의료원,33.44567,126.55816000000002,1456.0,52.0,1424.0,48.0,1508.0,1472.0,제주특별자치도 제주시 아라일동 2986-1
131,아라동주민센터,33.4759,126.5449,44423.0,322.0,43805.0,314.0,44745.0,44119.0,제주특별자치도 제주시 아라일동 6174
132,아라초등학교,33.47653,126.54428,11921.0,176.0,11684.0,172.0,12097.0,11856.0,제주특별자치도 제주시 아라일동 6174
135,산천단,33.44786,126.55538999999999,8357.0,549.0,8238.0,520.0,8906.0,8758.0,제주특별자치도 제주시 아라일동 371-4
136,산천단한국폴리텍대학,33.447990000000004,126.55558,24800.0,320.0,24373.0,316.0,25120.0,24689.0,제주특별자치도 제주시 아라일동 370-10
137,사회복지법인춘강,33.45265,126.55125,30.0,3.0,30.0,3.0,33.0,33.0,제주특별자치도 제주시 아라일동 2995-25
138,사회복지법인춘강,33.45264,126.55163999999999,1478.0,26.0,1464.0,26.0,1504.0,1490.0,제주특별자치도 제주시 아라일동 415-14
139,영주고등학교,33.457190000000004,126.57786000000002,13338.0,63.0,12833.0,61.0,13401.0,12894.0,제주특별자치도 제주시 월평동 1378-1
140,영주고등학교,33.45712,126.57775,2514.0,43.0,2460.0,43.0,2557.0,2503.0,제주특별자치도 제주시 월평동 651-73
141,정부제주지방합동청사,33.49205,126.52738000000001,21550.0,78.0,21409.0,75.0,21628.0,21484.0,제주특별자치도 제주시 도남동 91-2
142,정부제주지방합동청사,33.4923,126.5266,22459.0,137.0,22320.0,131.0,22596.0,22451.0,제주특별자치도 제주시 도남동 91-2
143,양지(추모)공원,33.43865,126.57652,703.0,17.0,669.0,15.0,720.0,684.0,제주특별자치도 제주시 영평동 2255-2
144,양지(추모)공원,33.43848,126.5764,163.0,19.0,154.0,19.0,182.0,173.0,제주특별자치도 제주시 영평동 2255-5
145,제주국제대학교,33.438629999999996,126.56943999999999,2837.0,148.0,2770.0,142.0,2985.0,2912.0,제주특별자치도 제주시 영평동 산 8-10
146,제주국제대학교,33.43842,126.56936,1870.0,126.0,1860.0,122.0,1996.0,1982.0,제주특별자치도 제주시 영평동 산 8-6
147,용천마을,33.49991,126.52135,19366.0,1120.0,19231.0,1055.0,20486.0,20286.0,제주특별자치도 제주시 삼도일동 585-35
148,남서광마을입구,33.49968,126.52126000000001,44847.0,2014.0,44494.0,1886.0,46861.0,46380.0,제주특별자치도 제주시 삼도일동 585-35
149,제주버스터미널,33.49993,126.51486000000001,113309.0,10777.0,111084.0,10143.0,124086.0,121227.0,제주특별자치도 제주시 오라일동 2455-2
150,제주버스터미널,33.5002,126.51471000000001,56871.0,6667.0,55909.0,6251.0,63538.0,62160.0,제주특별자치도 제주시 용담일동 2829-7
151,한국병원,33.499790000000004,126.51768999999999,43178.0,4581.0,42473.0,4291.0,47759.0,46764.0,제주특별자치도 제주시 삼도일동 585-35
152,한국병원,33.50005,126.51807,19110.0,665.0,18975.0,630.0,19775.0,19605.0,제주특별자치도 제주시 삼도일동 585-35
153,중앙마을,33.50163,126.5197,1006.0,22.0,996.0,22.0,1028.0,1018.0,제주특별자치도 제주시 삼도일동 533-6
154,용천마을,33.50155,126.51995,2773.0,254.0,2743.0,249.0,3027.0,2992.0,제주특별자치도 제주시 삼도일동 585-13
155,삼도1동주민센터,33.50318,126.51971,2001.0,23.0,1989.0,23.0,2024.0,2012.0,제주특별자치도 제주시 삼도일동 531-14
157,보건소,33.49238,126.52088,8173.0,75.0,8097.0,68.0,8248.0,8165.0,제주특별자치도 제주시 도남동 1035-1
158,보건소,33.49212,126.52207,11214.0,31.0,11116.0,30.0,11245.0,11146.0,제주특별자치도 제주시 도남동 792-4
164,광양사거리,33.50047,126.5271,44608.0,2488.0,44063.0,2361.0,47096.0,46424.0,제주특별자치도 제주시 이도일동 1775-21
165,탐라장애인종합복지관,33.50023,126.52563,10116.0,229.0,10023.0,222.0,10345.0,10245.0,제주특별자치도 제주시 이도일동 1938
166,탐라장애인종합복지관,33.50002,126.52583,41993.0,1354.0,41489.0,1295.0,43347.0,42784.0,제주특별자치도 제주시 이도이동 1781-9
167,홍랑로입구,33.499970000000005,126.52387,15660.0,558.0,15553.0,539.0,16218.0,16092.0,제주특별자치도 제주시 삼도일동 585-35
168,남서광마을,33.499790000000004,126.52376000000001,26509.0,516.0,26362.0,500.0,27025.0,26862.0,제주특별자치도 제주시 삼도일동 585-35
169,동성마을,33.50005,126.51103,5930.0,241.0,5883.0,236.0,6171.0,6119.0,제주특별자치도 제주시 오라이동 2424-7
170,동산교,33.50028,126.51026999999999,13460.0,1851.0,13299.0,1776.0,15311.0,15075.0,제주특별자치도 제주시 용담이동 2637-7
171,월구마을,33.50013,126.507,6641.0,774.0,6544.0,760.0,7415.0,7304.0,제주특별자치도 제주시 오라삼동 2341-3
172,오라3동,33.49925,126.50318,7151.0,269.0,7078.0,267.0,7420.0,7345.0,제주특별자치도 제주시 오라삼동 2574-1
173,명신마을,33.49962,126.50303000000001,5602.0,421.0,5493.0,409.0,6023.0,5902.0,제주특별자치도 제주시 용담이동 2775
174,명주주택,33.49579,126.49349,1843.0,759.0,1783.0,732.0,2602.0,2515.0,제주특별자치도 제주시 용담이동 1815
175,명주주택,33.495670000000004,126.49376000000001,902.0,293.0,876.0,268.0,1195.0,1144.0,제주특별자치도 제주시 연동 2514-1
176,문서교,33.52815,126.61419,428.0,20.0,425.0,20.0,448.0,445.0,제주특별자치도 제주시 조천읍 신촌리 2793
177,문서교,33.527770000000004,126.61328,2185.0,41.0,2170.0,38.0,2226.0,2208.0,제주특별자치도 제주시 조천읍 신촌리 3170-2
178,진드르,33.5242,126.60813,37.0,5.0,37.0,5.0,42.0,42.0,제주특별자치도 제주시 조천읍 신촌리 3096-10
179,진드르,33.52367,126.60692,235.0,4.0,234.0,4.0,239.0,238.0,제주특별자치도 제주시 조천읍 신촌리 4005
180,삼양검문소,33.52095,126.60085,107.0,8.0,104.0,8.0,115.0,112.0,제주특별자치도 제주시 조천읍 신촌리 3901-3
181,삼양검문소,33.52102,126.60003,406.0,19.0,404.0,18.0,425.0,422.0,제주특별자치도 제주시 삼양일동 604-2
184,제원아파트,33.48845,126.49013000000001,13582.0,567.0,13256.0,535.0,14149.0,13791.0,제주특별자치도 제주시 연동 272
185,제원아파트,33.48753,126.48988999999999,33819.0,1821.0,32896.0,1682.0,35640.0,34578.0,제주특별자치도 제주시 연동 262-5
186,은남동,33.485820000000004,126.4909,49611.0,4770.0,48480.0,4448.0,54381.0,52928.0,제주특별자치도 제주시 연동 273
187,은남동,33.48588,126.49248,20705.0,938.0,20457.0,902.0,21643.0,21359.0,제주특별자치도 제주시 연동 283
188,도호동,33.485659999999996,126.49492,31947.0,1759.0,31480.0,1651.0,33706.0,33131.0,제주특별자치도 제주시 연동 293
189,도호동,33.48581,126.49501000000001,20030.0,358.0,19722.0,339.0,20388.0,20061.0,제주특별자치도 제주시 연동 293
190,제주중앙중학교,33.48553,126.49938,1110.0,10.0,1095.0,10.0,1120.0,1105.0,제주특별자치도 제주시 연동 314-90
191,제주중앙중학교,33.485690000000005,126.5001,658.0,6.0,645.0,6.0,664.0,651.0,제주특별자치도 제주시 연동 323
192,함덕환승정류장(함덕해수욕장),33.54101,126.66913999999998,45168.0,6606.0,43599.0,6230.0,51774.0,49829.0,제주특별자치도 제주시 조천읍 함덕리 4143
193,함덕리(4구),33.53998,126.67323,7042.0,435.0,6861.0,421.0,7477.0,7282.0,제주특별자치도 제주시 조천읍 함덕리 286-6
195,함덕광명샤인빌앞,33.53823,126.67461000000002,7600.0,150.0,7432.0,146.0,7750.0,7578.0,제주특별자치도 제주시 조천읍 함덕리 4171
196,신사동,33.53483,126.67575,10923.0,112.0,10775.0,111.0,11035.0,10886.0,제주특별자치도 제주시 조천읍 함덕리 72-5
197,신사동,33.534659999999995,126.6756,203.0,1.0,203.0,1.0,204.0,204.0,제주특별자치도 제주시 조천읍 함덕리 72-60
198,함덕환승정류장(함덕해수욕장),33.54101,126.66877,21372.0,3915.0,20821.0,3746.0,25287.0,24567.0,제주특별자치도 제주시 조천읍 함덕리 1002-73
199,제주모자원입구,33.46286,126.56643999999999,1241.0,37.0,1220.0,34.0,1278.0,1254.0,제주특별자치도 제주시 영평동 2796
200,제주대학교,33.45989,126.56161999999999,39923.0,911.0,39415.0,856.0,40834.0,40271.0,제주특별자치도 제주시 아라일동 1
201,제주대학교,33.46011,126.56166,154855.0,1380.0,152675.0,1328.0,156235.0,154003.0,제주특별자치도 제주시 아라이동 35-4
202,제대아파트,33.45878,126.55735,51.0,8.0,51.0,8.0,59.0,59.0,제주특별자치도 제주시 아라일동 349-5
203,제대아파트,33.4589,126.5573,5280.0,247.0,5169.0,235.0,5527.0,5404.0,제주특별자치도 제주시 아라일동 349-4
204,제대마을,33.45772,126.55401,130.0,5.0,129.0,5.0,135.0,134.0,제주특별자치도 제주시 아라일동 452-9
205,제대마을,33.45785,126.55394,3528.0,275.0,3497.0,269.0,3803.0,3766.0,제주특별자치도 제주시 아라일동 452-2
206,제주대학교입구,33.45627,126.55175,3569.0,156.0,3553.0,148.0,3725.0,3701.0,제주특별자치도 제주시 아라일동 428-2
207,제주대학교입구,33.456720000000004,126.55076000000001,6894.0,379.0,6808.0,366.0,7273.0,7174.0,제주특별자치도 제주시 아라일동 426-11
208,서해아파트,33.504259999999995,126.54151999999999,14816.0,42.0,14688.0,39.0,14858.0,14727.0,제주특별자치도 제주시 일도이동 414
209,서해아파트,33.50488,126.54153000000001,14484.0,78.0,14327.0,77.0,14562.0,14404.0,제주특별자치도 제주시 일도이동 459
210,인화동,33.50888,126.53981999999999,10210.0,130.0,10133.0,123.0,10340.0,10256.0,제주특별자치도 제주시 일도이동 432
211,인화동,33.50923,126.5394,4985.0,45.0,4967.0,44.0,5030.0,5011.0,제주특별자치도 제주시 일도이동 330-26
212,일도2동주민센터,33.51068,126.53906,4470.0,32.0,4451.0,30.0,4502.0,4481.0,제주특별자치도 제주시 일도이동 432
213,일도2동주민센터,33.5113,126.53853000000001,6607.0,20.0,6584.0,19.0,6627.0,6603.0,제주특별자치도 제주시 일도이동 161-21
214,인화동입구,33.51272,126.53851999999999,4881.0,31.0,4864.0,31.0,4912.0,4895.0,제주특별자치도 제주시 일도이동 421
215,인화동입구,33.51362,126.53827,2453.0,107.0,2431.0,107.0,2560.0,2538.0,제주특별자치도 제주시 일도이동 1050-1
216,제주해양경찰서,33.52042,126.5397,90.0,10.0,90.0,10.0,100.0,100.0,제주특별자치도 제주시 건입동 918-13
218,제4부두,33.520179999999996,126.53818000000001,1422.0,108.0,1313.0,103.0,1530.0,1416.0,제주특별자치도 제주시 건입동 918-13
219,원당분화원,33.52107,126.59493,536.0,14.0,527.0,10.0,550.0,537.0,제주특별자치도 제주시 삼양일동 1354-6
220,원당봉,33.52166,126.59325,2198.0,14.0,2180.0,12.0,2212.0,2192.0,제주특별자치도 제주시 삼양일동 1509-4
