station_id,cluster_group,cluster_target,cluster_level,cluster_x,cluster_y
201,제주시,63,2,126.44411000000001,33.45446666666667
202,제주시,64,2,126.44628499999999,33.45301833333333
203,제주시,64,2,126.44628499999999,33.45301833333333
204,제주시,65,2,126.684134,33.484638000000004
205,제주시,65,2,126.684134,33.484638000000004
206,제주시,45,1,126.56735714285712,33.474697142857146
207,제주시,45,1,126.56735714285712,33.474697142857146
208,제주시,66,2,126.62837,33.45737
209,제주시,66,2,126.62837,33.45737
210,제주시,14,1,126.503047,33.497930000000004
211,제주시,14,1,126.503047,33.497930000000004
212,제주시,14,1,126.503047,33.497930000000004
213,제주시,14,1,126.503047,33.497930000000004
214,제주시,14,1,126.503047,33.497930000000004
215,제주시,14,1,126.503047,33.497930000000004
216,제주시,67,2,126.68068714285717,33.46019428571429
218,제주시,749,4,126.53818,33.52018
219,제주시,750,4,126.59493,33.52107
220,제주시,751,4,126.59325,33.52166
221,제주시,68,2,126.43348333333331,33.485121666666664
222,제주시,68,2,126.43348333333331,33.485121666666664
223,제주시,23,3,126.53853625,33.508636249999995
224,제주시,23,3,126.53853625,33.508636249999995
225,제주시,15,1,126.53455428571428,33.50575714285714
226,제주시,15,1,126.53455428571428,33.50575714285714
228,제주시,69,2,126.44527999999998,33.492563999999994
229,제주시,69,2,126.44527999999998,33.492563999999994
230,제주시,70,2,126.40934200000001,33.46463
231,제주시,70,2,126.40934200000001,33.46463
232,제주시,71,2,126.78280166666667,33.52578666666666
233,제주시,71,2,126.78280166666667,33.52578666666666
234,제주시,16,1,126.54688,33.5103375
235,제주시,16,1,126.54688,33.5103375
236,제주시,72,2,126.66462000000001,33.526761666666665
237,제주시,72,2,126.66462000000001,33.526761666666665
239,제주시,73,2,126.608056,33.447704
240,제주시,53,3,126.662805,33.490691250000005
241,제주시,53,3,126.662805,33.490691250000005
242,제주시,17,1,126.54223571428572,33.49968285714286
243,제주시,17,1,126.54223571428572,33.49968285714286
244,제주시,74,2,126.42264600000001,33.41203800000001
245,제주시,74,2,126.42264600000001,33.41203800000001
246,제주시,75,2,126.497646,33.466178
247,제주시,75,2,126.497646,33.466178
248,제주시,76,2,126.38021166666668,33.39109166666667
249,제주시,76,2,126.38021166666668,33.39109166666667
250,제주시,15,1,126.53455428571428,33.50575714285714
251,제주시,30,3,126.53591428571427,33.50405285714286
252,제주시,30,3,126.53591428571427,33.50405285714286
253,제주시,77,2,126.70749,33.48014166666666
254,제주시,77,2,126.70749,33.48014166666666
255,제주시,78,2,126.56511833333333,33.468828333333335
256,제주시,78,2,126.56511833333333,33.468828333333335
257,제주시,79,2,126.45941,33.48898833333333
258,제주시,79,2,126.45941,33.48898833333333
259,제주시,752,4,126.54576000000002,33.5017
260,제주시,83,1,126.53751,33.501722
261,제주시,80,2,126.56579333333333,33.46801166666666
262,제주시,80,2,126.56579333333333,33.46801166666666
263,제주시,81,2,126.644156,33.519196
264,제주시,81,2,126.644156,33.519196
265,제주시,753,4,126.56751,33.52352
266,제주시,754,4,126.56472,33.52333
267,제주시,755,4,126.56287,33.522870000000005
268,제주시,82,2,126.70560599999999,33.501822000000004
269,제주시,83,2,126.53751,33.501722
270,제주시,83,2,126.53751,33.501722
271,제주시,84,2,126.43868142857141,33.45798142857142
272,제주시,84,2,126.43868142857141,33.45798142857142
273,제주시,85,2,126.45394999999999,33.466212
274,제주시,85,2,126.45394999999999,33.466212
275,제주시,86,2,126.53443,33.499058000000005
276,제주시,86,2,126.53443,33.499058000000005
277,제주시,87,2,126.678954,33.505574
278,제주시,87,2,126.678954,33.505574
279,제주시,18,1,126.5458375,33.5165475
280,제주시,18,1,126.5458375,33.5165475
281,제주시,19,1,126.5414325,33.5149175
282,제주시,19,1,126.5414325,33.5149175
283,제주시,19,1,126.5414325,33.5149175
284,제주시,19,1,126.5414325,33.5149175
285,제주시,88,2,126.471362,33.471472
286,제주시,88,2,126.471362,33.471472
287,제주시,89,2,126.55371399999999,33.477118000000004
288,제주시,89,2,126.55371399999999,33.477118000000004
289,제주시,90,2,126.56128000000001,33.478888
290,제주시,90,2,126.56128000000001,33.478888
291,제주시,91,2,126.612212,33.52557
292,제주시,91,2,126.612212,33.52557
293,제주시,756,4,126.54997,33.51248
294,제주시,757,4,126.55096,33.512609999999995
295,제주시,20,1,126.46102374999998,33.48510125
296,제주시,20,1,126.46102374999998,33.48510125
297,제주시,92,2,126.3410675,33.88439666666667
298,제주시,92,2,126.3410675,33.88439666666667
299,제주시,758,4,126.50448,33.50418
300,제주시,93,2,126.38797333333333,33.79888166666667
301,제주시,93,2,126.38797333333333,33.79888166666667
302,제주시,21,1,126.51634625,33.504096249999996
303,제주시,21,1,126.51634625,33.504096249999996
304,제주시,21,1,126.51634625,33.504096249999996
305,제주시,21,1,126.51634625,33.504096249999996
306,제주시,22,1,126.50653625,33.499393749999996
307,제주시,22,1,126.50653625,33.499393749999996
308,제주시,28,1,126.61043285714285,33.508981428571424
309,제주시,21,3,126.51634625,33.504096249999996
310,제주시,94,2,126.393014,33.783519999999996
311,제주시,94,2,126.393014,33.783519999999996
312,제주시,23,1,126.53853625,33.508636249999995
313,제주시,23,1,126.53853625,33.508636249999995
314,제주시,95,2,126.54476,33.51278
315,제주시,759,4,126.54285,33.51316
316,제주시,21,3,126.51634625,33.504096249999996
317,제주시,96,2,126.4964,33.484674999999996
318,제주시,97,2,126.49649,33.48773
319,제주시,97,2,126.49649,33.48773
320,제주시,98,2,126.496625,33.491265
321,제주시,98,2,126.496625,33.491265
322,제주시,24,1,126.47843500000002,33.46806
323,제주시,24,1,126.47843500000002,33.46806
324,제주시,99,2,126.52092,33.513075
325,제주시,99,2,126.52092,33.513075
326,제주시,100,2,126.51994,33.507895000000005
327,제주시,100,2,126.51994,33.507895000000005
328,제주시,101,2,126.51987,33.50523
329,제주시,101,2,126.51987,33.50523
330,제주시,35,2,126.48968777777779,33.49433444444444
331,제주시,102,2,126.534085,33.490365
332,제주시,102,2,126.534085,33.490365
333,제주시,103,2,126.537575,33.492720000000006
334,제주시,103,2,126.537575,33.492720000000006
335,제주시,25,1,126.50926749999999,33.490915
336,제주시,25,1,126.50926749999999,33.490915
337,제주시,104,2,126.54207000000001,33.495455
338,제주시,104,2,126.54207000000001,33.495455
339,제주시,105,2,126.54522499999999,33.497060000000005
340,제주시,105,2,126.54522499999999,33.497060000000005
341,제주시,22,3,126.50653625,33.499393749999996
342,제주시,22,3,126.50653625,33.499393749999996
343,제주시,106,2,126.49371500000001,33.48981
344,제주시,106,2,126.49371500000001,33.48981
345,제주시,107,2,126.495125,33.489785
346,제주시,107,2,126.495125,33.489785
347,제주시,108,2,126.46124499999999,33.50035
348,제주시,108,2,126.46124499999999,33.50035
349,제주시,109,2,126.45852500000001,33.498909999999995
350,제주시,109,2,126.45852500000001,33.498909999999995
351,제주시,1,1,126.53391777777779,33.47185888888888
352,제주시,1,1,126.53391777777779,33.47185888888888
353,제주시,110,2,126.479175,33.49259
354,제주시,110,2,126.479175,33.49259
355,제주시,111,2,126.481855,33.489815
356,제주시,111,2,126.481855,33.489815
357,제주시,112,2,126.48554,33.489535000000004
358,제주시,112,2,126.48554,33.489535000000004
359,제주시,113,2,126.480745,33.486665
360,제주시,113,2,126.480745,33.486665
361,제주시,114,2,126.48265,33.48787
362,제주시,114,2,126.48265,33.48787
363,제주시,26,1,126.57161375,33.506277499999996
364,제주시,26,1,126.57161375,33.506277499999996
367,제주시,27,1,126.59078125000002,33.48651
368,제주시,27,1,126.59078125000002,33.48651
369,제주시,115,2,126.594375,33.49607
370,제주시,115,2,126.594375,33.49607
371,제주시,116,2,126.594565,33.501639999999995
372,제주시,116,2,126.594565,33.501639999999995
373,제주시,117,2,126.59114500000001,33.50666
374,제주시,117,2,126.59114500000001,33.50666
375,제주시,118,2,126.58989,33.509190000000004
376,제주시,118,2,126.58989,33.509190000000004
377,제주시,119,2,126.58923,33.510975
378,제주시,119,2,126.58923,33.510975
379,제주시,120,2,126.589005,33.512755
380,제주시,120,2,126.589005,33.512755
381,제주시,121,2,126.58890500000001,33.51456
382,제주시,121,2,126.58890500000001,33.51456
383,제주시,22,1,126.50653625,33.499393749999996
384,제주시,22,1,126.50653625,33.499393749999996
385,제주시,28,1,126.61043285714285,33.508981428571424
386,제주시,28,1,126.61043285714285,33.508981428571424
387,제주시,122,2,126.5184,33.5089
388,제주시,122,2,126.5184,33.5089
389,제주시,24,1,126.47843500000002,33.46806
390,제주시,29,1,126.46806833333333,33.484925
391,제주시,29,1,126.46806833333333,33.484925
392,제주시,123,2,126.504965,33.50217000000001
393,제주시,123,2,126.504965,33.50217000000001
394,제주시,124,2,126.66617,33.541734999999996
395,제주시,124,2,126.66617,33.541734999999996
396,제주시,125,2,126.66433,33.542335
397,제주시,125,2,126.66433,33.542335
398,제주시,126,2,126.66196,33.54317999999999
399,제주시,126,2,126.66196,33.54317999999999
400,제주시,127,2,126.65814499999999,33.543800000000005
401,제주시,127,2,126.65814499999999,33.543800000000005
402,제주시,128,2,126.65352,33.543475
403,제주시,128,2,126.65352,33.543475
404,제주시,129,2,126.649515,33.541745000000006
405,제주시,129,2,126.649515,33.541745000000006
406,제주시,130,2,126.64555,33.540785
407,제주시,130,2,126.64555,33.540785
408,제주시,131,2,126.64167499999999,33.539564999999996
409,제주시,132,2,126.64276000000001,33.540085000000005
410,제주시,133,2,126.639945,33.537825
411,제주시,760,4,126.63877,33.5377
412,제주시,134,2,126.499685,33.518694999999994
413,제주시,134,2,126.499685,33.518694999999994
414,제주시,135,2,126.49372500000001,33.51976500000001
415,제주시,135,2,126.49372500000001,33.51976500000001
416,제주시,136,2,126.48977500000001,33.519009999999994
417,제주시,136,2,126.48977500000001,33.519009999999994
418,제주시,137,2,126.482505,33.5105
419,제주시,42,3,126.49407000000008,33.50563915492971
420,제주시,42,3,126.49407000000008,33.50563915492971
421,제주시,30,1,126.53591428571427,33.50405285714286
422,제주시,30,1,126.53591428571427,33.50405285714286
423,제주시,30,1,126.53591428571427,33.50405285714286
424,제주시,761,4,126.55861000000002,33.515609999999995
425,제주시,138,2,126.56206499999999,33.51766
426,제주시,762,4,126.56843,33.520579999999995
427,제주시,139,2,126.463255,33.473110000000005
428,제주시,139,2,126.463255,33.473110000000005
429,제주시,140,2,126.46880999999999,33.478555
430,제주시,140,2,126.46880999999999,33.478555
431,제주시,141,2,126.47341,33.481565
432,제주시,141,2,126.47341,33.481565
433,제주시,142,2,126.47587,33.48362
434,제주시,142,2,126.47587,33.48362
435,제주시,763,4,126.47796,33.485209999999995
436,제주시,143,2,126.41274999999999,33.457945
437,제주시,143,2,126.41274999999999,33.457945
438,제주시,144,2,126.41539,33.458439999999996
439,제주시,144,2,126.41539,33.458439999999996
440,제주시,31,1,126.41658625,33.468393750000004
441,제주시,31,1,126.41658625,33.468393750000004
442,제주시,145,2,126.480345,33.479020000000006
443,제주시,32,1,126.43406142857143,33.47835571428571
444,제주시,146,2,126.4775,33.47755
445,제주시,32,1,126.43406142857143,33.47835571428571
446,제주시,764,4,126.47976,33.4764
447,제주시,147,2,126.481775,33.476325
448,제주시,147,2,126.481775,33.476325
449,제주시,33,1,126.46958625,33.480445
450,제주시,33,1,126.46958625,33.480445
451,제주시,148,2,126.507135,33.513025
452,제주시,148,2,126.507135,33.513025
453,제주시,34,1,126.49952,33.503275
454,제주시,34,1,126.49952,33.503275
455,제주시,149,2,126.436295,33.460615000000004
456,제주시,149,2,126.436295,33.460615000000004
457,제주시,150,2,126.43982500000001,33.460935000000006
458,제주시,150,2,126.43982500000001,33.460935000000006
459,제주시,151,2,126.44484,33.460755
460,제주시,151,2,126.44484,33.460755
461,제주시,152,2,126.44863000000001,33.461215
462,제주시,152,2,126.44863000000001,33.461215
463,제주시,765,4,126.45115,33.46276
464,제주시,41,3,126.47222285714285,33.478164285714286
465,제주시,41,3,126.47222285714285,33.478164285714286
466,제주시,82,2,126.70560599999999,33.501822000000004
467,제주시,17,1,126.54223571428572,33.49968285714286
468,제주시,766,4,126.57078,33.51958
469,제주시,153,2,126.37917,33.39993
470,제주시,153,2,126.37917,33.39993
471,제주시,154,2,126.38632,33.4062
472,제주시,154,2,126.38632,33.4062
473,제주시,155,2,126.40836999999999,33.42284000000001
474,제주시,155,2,126.40836999999999,33.42284000000001
475,제주시,33,1,126.46958625,33.480445
476,제주시,33,1,126.46958625,33.480445
477,제주시,767,4,126.48629,33.479
478,제주시,156,2,126.488175,33.478925000000004
479,제주시,156,2,126.488175,33.478925000000004
480,제주시,157,2,126.48984,33.48049
481,제주시,157,2,126.48984,33.48049
482,제주시,158,2,126.48984,33.48325
483,제주시,158,2,126.48984,33.48325
484,제주시,159,2,126.47731999999999,33.508775
485,제주시,159,2,126.47731999999999,33.508775
486,제주시,160,2,126.47236,33.509265
487,제주시,160,2,126.47236,33.509265
488,제주시,161,2,126.46719999999999,33.504935
489,제주시,161,2,126.46719999999999,33.504935
490,제주시,35,1,126.48968777777779,33.49433444444444
491,제주시,35,1,126.48968777777779,33.49433444444444
492,제주시,35,1,126.48968777777779,33.49433444444444
493,제주시,162,2,126.454195,33.458765
494,제주시,162,2,126.454195,33.458765
495,제주시,163,2,126.452775,33.462954999999994
496,제주시,163,2,126.452775,33.462954999999994
497,제주시,164,2,126.456445,33.46586
498,제주시,164,2,126.456445,33.46586
499,제주시,165,2,126.48177000000001,33.480315000000004
500,제주시,165,2,126.48177000000001,33.480315000000004
501,제주시,166,2,126.484825,33.469875
502,제주시,167,2,126.40792499999999,33.477615
503,제주시,167,2,126.40792499999999,33.477615
504,제주시,168,2,126.40896000000001,33.474545
505,제주시,168,2,126.40896000000001,33.474545
506,제주시,169,2,126.40915,33.47201
507,제주시,169,2,126.40915,33.47201
508,제주시,170,2,126.408195,33.46936
509,제주시,170,2,126.408195,33.46936
510,제주시,171,2,126.409235,33.46545
511,제주시,171,2,126.409235,33.46545
512,제주시,50,3,126.33936125,33.406980000000004
513,제주시,50,3,126.33936125,33.406980000000004
514,제주시,172,2,126.49719999999999,33.480405
515,제주시,172,2,126.49719999999999,33.480405
516,제주시,173,2,126.510485,33.4677
517,제주시,173,2,126.510485,33.4677
518,제주시,174,2,126.50969,33.4694
519,제주시,174,2,126.50969,33.4694
520,제주시,175,2,126.508015,33.47167
521,제주시,175,2,126.508015,33.47167
522,제주시,176,2,126.504055,33.47336
523,제주시,176,2,126.504055,33.47336
524,제주시,177,2,126.50168500000001,33.47526
525,제주시,177,2,126.50168500000001,33.47526
526,제주시,178,2,126.54262,33.47748
528,제주시,179,2,126.53461999999999,33.476470000000006
529,제주시,179,2,126.53461999999999,33.476470000000006
530,제주시,180,2,126.532255,33.475840000000005
531,제주시,180,2,126.532255,33.475840000000005
532,제주시,181,2,126.529605,33.475205
533,제주시,181,2,126.529605,33.475205
534,제주시,182,2,126.526315,33.4747
535,제주시,182,2,126.526315,33.4747
536,제주시,183,2,126.522265,33.47054
537,제주시,183,2,126.522265,33.47054
538,제주시,184,2,126.52080000000001,33.46668
539,제주시,184,2,126.52080000000001,33.46668
540,제주시,36,1,126.50162375,33.48645125
541,제주시,36,1,126.50162375,33.48645125
542,제주시,37,1,126.51299285714286,33.48681571428572
543,제주시,37,1,126.51299285714286,33.48681571428572
544,제주시,185,2,126.56157,33.478089999999995
545,제주시,185,2,126.56157,33.478089999999995
546,제주시,186,2,126.549335,33.477729999999994
547,제주시,186,2,126.549335,33.477729999999994
548,제주시,10,1,126.54659375,33.48646375
549,제주시,38,1,126.55015499999999,33.491620000000005
550,제주시,38,1,126.55015499999999,33.491620000000005
551,제주시,39,1,126.49673125000001,33.458555000000004
552,제주시,39,1,126.49673125000001,33.458555000000004
553,제주시,88,1,126.471362,33.471472
554,제주시,88,1,126.471362,33.471472
555,제주시,187,2,126.57529,33.469719999999995
556,제주시,188,2,126.57142999999999,33.471555
557,제주시,188,2,126.57142999999999,33.471555
558,제주시,189,2,126.59004,33.4878
559,제주시,189,2,126.59004,33.4878
560,제주시,190,2,126.590205,33.48097
561,제주시,190,2,126.590205,33.48097
562,제주시,40,1,126.55112874999999,33.48010375
563,제주시,40,1,126.55112874999999,33.48010375
564,제주시,191,2,126.584145,33.471255
565,제주시,191,2,126.584145,33.471255
566,제주시,192,2,126.58083500000001,33.47059
567,제주시,192,2,126.58083500000001,33.47059
568,제주시,193,2,126.56360000000001,33.494575
569,제주시,193,2,126.56360000000001,33.494575
570,제주시,194,2,126.57110999999999,33.482115
571,제주시,194,2,126.57110999999999,33.482115
572,제주시,2,1,126.49340857142855,33.48735714285714
573,제주시,34,2,126.49952,33.503275
574,제주시,195,2,126.469055,33.488015
575,제주시,195,2,126.469055,33.488015
576,제주시,196,2,126.468245,33.48393
577,제주시,196,2,126.468245,33.48393
578,제주시,197,2,126.47040000000001,33.482185
579,제주시,197,2,126.47040000000001,33.482185
580,제주시,198,2,126.460785,33.485455
581,제주시,198,2,126.460785,33.485455
582,제주시,199,2,126.45751999999999,33.490985
583,제주시,199,2,126.45751999999999,33.490985
584,제주시,200,2,126.45606000000001,33.493485
585,제주시,200,2,126.45606000000001,33.493485
586,제주시,768,4,126.50465,33.500029999999995
588,제주시,44,1,126.55581857142856,33.47319
589,제주시,201,2,126.59662499999999,33.489360000000005
590,제주시,201,2,126.59662499999999,33.489360000000005
591,제주시,2,2,126.49340857142855,33.48735714285714
592,제주시,138,2,126.56206499999999,33.51766
593,제주시,202,2,126.58864500000001,33.51792
594,제주시,202,2,126.58864500000001,33.51792
595,제주시,203,2,126.496875,33.496215
596,제주시,769,4,126.48076,33.48345
597,제주시,204,2,126.553455,33.478565
598,제주시,204,2,126.553455,33.478565
600,제주시,770,4,126.615,33.46522
601,제주시,771,4,126.61536,33.50413
602,제주시,205,2,126.59138999999999,33.528475
603,제주시,205,2,126.59138999999999,33.528475
604,제주시,206,2,126.59001,33.52753500000001
605,제주시,772,4,126.58786,33.52618
606,제주시,773,4,126.48638,33.4818
607,제주시,207,2,126.570375,33.489149999999995
608,제주시,208,2,126.573235,33.486895000000004
609,제주시,208,2,126.573235,33.486895000000004
610,제주시,13,1,126.5170525,33.62542375
612,제주시,209,2,126.43017499999999,33.45611
613,제주시,210,2,126.423415,33.46344
616,제주시,210,2,126.423415,33.46344
617,제주시,13,1,126.5170525,33.62542375
619,제주시,25,3,126.50926749999999,33.490915
620,제주시,211,2,126.49636000000001,33.504594999999995
621,제주시,211,2,126.49636000000001,33.504594999999995
622,제주시,15,3,126.53455428571428,33.50575714285714
623,제주시,15,3,126.53455428571428,33.50575714285714
624,제주시,41,1,126.47222285714285,33.478164285714286
625,제주시,212,2,126.473735,33.487085
626,제주시,212,2,126.473735,33.487085
627,제주시,137,2,126.482505,33.5105
628,제주시,166,2,126.484825,33.469875
629,제주시,203,2,126.496875,33.496215
631,제주시,213,2,126.48446000000001,33.5136
632,제주시,25,3,126.50926749999999,33.490915
633,제주시,214,2,126.45107,33.48003
634,제주시,214,2,126.45107,33.48003
635,제주시,213,2,126.48446000000001,33.5136
637,제주시,774,4,126.50338,33.50419
